RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.096864 	 0.369529 
24.000000 	 2.000000 	 0.091185 	 0.382088 
23.000000 	 2.000000 	 0.112978 	 0.376434 
22.000000 	 2.000000 	 0.154393 	 0.362236 
21.000000 	 2.000000 	 0.174351 	 0.356950 
20.000000 	 2.000000 	 0.230429 	 0.374416 
19.000000 	 2.000000 	 0.255334 	 0.596144 
18.000000 	 2.000000 	 2.986250 	 2.731740 
17.000000 	 2.000000 	 8.749633 	 1.688472 
16.000000 	 2.000000 	 8.816403 	 1.160741 
15.000000 	 2.000000 	 8.364305 	 1.056819 
14.000000 	 2.000000 	 7.093678 	 1.372656 
13.000000 	 2.000000 	 3.335551 	 2.485220 
12.000000 	 2.000000 	 0.280590 	 1.153478 
11.000000 	 2.000000 	 0.308352 	 1.152998 
10.000000 	 2.000000 	 0.319784 	 1.195595 
9.000000 	 2.000000 	 0.326007 	 1.124001 
8.000000 	 2.000000 	 0.316486 	 1.062676 
7.000000 	 2.000000 	 0.156116 	 1.109900 
6.000000 	 2.000000 	 0.014967 	 0.954612 
5.000000 	 2.000000 	 0.080106 	 0.946377 
4.000000 	 2.000000 	 0.090519 	 0.990521 
3.000000 	 2.000000 	 0.129733 	 1.018661 
2.000000 	 2.000000 	 0.074739 	 0.981138 
1.000000 	 2.000000 	 0.072008 	 0.986231 
0.000000 	 2.000000 	 0.067773 	 0.944425 
-1.000000 	 2.000000 	 0.106432 	 0.983045 
-2.000000 	 2.000000 	 0.077144 	 0.985909 
-3.000000 	 2.000000 	 0.051190 	 0.953749 
-4.000000 	 2.000000 	 0.164443 	 1.017498 
-5.000000 	 2.000000 	 0.037288 	 0.954602 
-6.000000 	 2.000000 	 0.191228 	 1.055448 
-7.000000 	 2.000000 	 0.091463 	 1.020189 
-8.000000 	 2.000000 	 0.049006 	 1.073293 
-9.000000 	 2.000000 	 0.048697 	 1.129311 
-10.000000 	 2.000000 	 0.000177 	 1.120507 
-11.000000 	 2.000000 	 -0.021356 	 1.093093 
-12.000000 	 2.000000 	 -3.574881 	 2.509969 
-13.000000 	 2.000000 	 -6.606764 	 1.315306 
-14.000000 	 2.000000 	 -7.385780 	 1.097947 
-15.000000 	 2.000000 	 -7.912516 	 1.214479 
-16.000000 	 2.000000 	 -8.055611 	 1.648443 
-17.000000 	 2.000000 	 -3.603545 	 2.679432 
-18.000000 	 2.000000 	 -0.141817 	 0.415536 
-19.000000 	 2.000000 	 -0.132965 	 0.347361 
-20.000000 	 2.000000 	 -0.038807 	 0.359527 
-21.000000 	 2.000000 	 -0.019079 	 0.375208 
-22.000000 	 2.000000 	 0.080144 	 0.387431 
-23.000000 	 2.000000 	 0.150381 	 0.386468 
-24.000000 	 2.000000 	 0.173984 	 0.402193 
-25.000000 	 2.000000 	 0.155137 	 0.377123 
