RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 0.067015 	 0.378210 
24.000000 	 10.000000 	 0.076158 	 0.349900 
23.000000 	 10.000000 	 0.057195 	 0.360549 
22.000000 	 10.000000 	 0.013627 	 0.358073 
21.000000 	 10.000000 	 -0.066473 	 0.447764 
20.000000 	 10.000000 	 -0.012437 	 0.929469 
19.000000 	 10.000000 	 0.161171 	 2.073742 
18.000000 	 10.000000 	 0.330104 	 2.894944 
17.000000 	 10.000000 	 0.641342 	 2.358811 
16.000000 	 10.000000 	 0.829522 	 1.815091 
15.000000 	 10.000000 	 0.856236 	 1.747178 
14.000000 	 10.000000 	 0.698463 	 1.938918 
13.000000 	 10.000000 	 0.358314 	 2.268848 
12.000000 	 10.000000 	 0.220573 	 1.429320 
11.000000 	 10.000000 	 0.208790 	 1.123698 
10.000000 	 10.000000 	 0.166697 	 1.098231 
9.000000 	 10.000000 	 0.113147 	 1.123570 
8.000000 	 10.000000 	 -0.021301 	 1.459646 
7.000000 	 10.000000 	 -0.110147 	 1.836067 
6.000000 	 10.000000 	 -0.051224 	 1.958488 
5.000000 	 10.000000 	 -0.050138 	 1.935564 
4.000000 	 10.000000 	 -0.079316 	 1.699321 
3.000000 	 10.000000 	 0.060439 	 1.717383 
2.000000 	 10.000000 	 0.043172 	 1.619435 
1.000000 	 10.000000 	 -0.090983 	 1.588165 
0.000000 	 10.000000 	 -0.216167 	 1.610502 
-1.000000 	 10.000000 	 0.081615 	 1.644415 
-2.000000 	 10.000000 	 -0.310466 	 1.704652 
-3.000000 	 10.000000 	 -0.262744 	 1.705616 
-4.000000 	 10.000000 	 -0.154288 	 1.819319 
-5.000000 	 10.000000 	 -0.099379 	 1.732111 
-6.000000 	 10.000000 	 -0.193942 	 1.484102 
-7.000000 	 10.000000 	 -0.138141 	 1.178521 
-8.000000 	 10.000000 	 -0.040507 	 1.052107 
-9.000000 	 10.000000 	 0.022514 	 1.024534 
-10.000000 	 10.000000 	 -0.095691 	 1.230703 
-11.000000 	 10.000000 	 -0.297838 	 1.901209 
-12.000000 	 10.000000 	 -0.332287 	 1.950501 
-13.000000 	 10.000000 	 -0.329878 	 2.071044 
-14.000000 	 10.000000 	 -0.332247 	 1.916703 
-15.000000 	 10.000000 	 -0.337826 	 2.016575 
-16.000000 	 10.000000 	 -0.184489 	 2.352889 
-17.000000 	 10.000000 	 0.148897 	 1.852173 
-18.000000 	 10.000000 	 0.393542 	 1.053428 
-19.000000 	 10.000000 	 0.436234 	 0.330948 
-20.000000 	 10.000000 	 0.386900 	 0.289173 
-21.000000 	 10.000000 	 0.385428 	 0.287109 
-22.000000 	 10.000000 	 0.355605 	 0.275723 
-23.000000 	 10.000000 	 0.355650 	 0.264301 
-24.000000 	 10.000000 	 0.410387 	 0.297282 
-25.000000 	 10.000000 	 0.364297 	 0.280013 
