RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.473368 	 0.300100 	 -0.298167 	 0.109698 
24.000000 	 10.000000 	 0.511119 	 0.287452 	 -0.335689 	 0.107403 
23.000000 	 10.000000 	 0.549736 	 0.275208 	 -0.398814 	 0.121271 
22.000000 	 10.000000 	 0.550259 	 0.327877 	 -0.445032 	 0.137291 
21.000000 	 10.000000 	 0.488467 	 0.358852 	 -0.494735 	 0.209834 
20.000000 	 10.000000 	 0.595839 	 0.420529 	 -0.542423 	 0.365320 
19.000000 	 10.000000 	 1.369632 	 1.014624 	 -0.534029 	 0.927592 
18.000000 	 10.000000 	 5.296006 	 2.620730 	 -0.447363 	 1.644897 
17.000000 	 10.000000 	 12.091768 	 3.563001 	 -0.572048 	 1.731880 
16.000000 	 10.000000 	 17.845521 	 2.256941 	 -1.103703 	 1.169615 
15.000000 	 10.000000 	 19.924899 	 1.466792 	 -1.433695 	 0.834033 
14.000000 	 10.000000 	 20.488866 	 1.237928 	 -1.631636 	 0.847237 
13.000000 	 10.000000 	 17.960644 	 1.860218 	 -1.768989 	 1.518195 
12.000000 	 10.000000 	 11.993460 	 2.235966 	 -0.919903 	 2.352346 
11.000000 	 10.000000 	 9.103701 	 1.166846 	 -0.447528 	 1.059990 
10.000000 	 10.000000 	 9.590449 	 0.896572 	 -0.717785 	 0.483230 
9.000000 	 10.000000 	 9.961163 	 0.793383 	 -0.867102 	 0.461907 
8.000000 	 10.000000 	 9.444927 	 1.130577 	 -1.009964 	 0.651460 
7.000000 	 10.000000 	 7.055743 	 1.908188 	 -0.908349 	 1.151144 
6.000000 	 10.000000 	 3.068579 	 1.833006 	 -0.394205 	 1.276029 
5.000000 	 10.000000 	 0.591207 	 1.589323 	 -0.040812 	 1.152970 
4.000000 	 10.000000 	 -0.740101 	 1.566428 	 -0.005671 	 1.137565 
3.000000 	 10.000000 	 -2.300081 	 1.509768 	 0.150709 	 1.237309 
2.000000 	 10.000000 	 -2.955424 	 1.355287 	 0.057309 	 1.251493 
1.000000 	 10.000000 	 -3.549374 	 1.250787 	 0.319252 	 1.245015 
0.000000 	 10.000000 	 -3.755621 	 1.158434 	 0.007851 	 1.186839 
-1.000000 	 10.000000 	 -3.698556 	 1.223621 	 0.130996 	 1.273681 
-2.000000 	 10.000000 	 -3.557443 	 1.220187 	 -0.139590 	 1.205437 
-3.000000 	 10.000000 	 -2.994637 	 1.451306 	 0.116841 	 1.281228 
-4.000000 	 10.000000 	 -2.519872 	 1.557540 	 -0.119748 	 1.189321 
-5.000000 	 10.000000 	 -0.983878 	 1.757976 	 0.002160 	 1.229380 
-6.000000 	 10.000000 	 0.554156 	 1.850627 	 0.026056 	 1.189349 
-7.000000 	 10.000000 	 3.489028 	 2.277931 	 0.232318 	 1.285059 
-8.000000 	 10.000000 	 7.358773 	 2.168500 	 0.458484 	 1.089966 
-9.000000 	 10.000000 	 9.762439 	 1.102126 	 0.479828 	 0.683036 
-10.000000 	 10.000000 	 9.857980 	 0.763976 	 0.308257 	 0.490117 
-11.000000 	 10.000000 	 9.376768 	 0.970985 	 0.104823 	 0.725165 
-12.000000 	 10.000000 	 10.445716 	 1.878693 	 0.091734 	 1.906744 
-13.000000 	 10.000000 	 16.849087 	 2.524225 	 0.794016 	 2.303590 
-14.000000 	 10.000000 	 20.773451 	 1.277529 	 0.818251 	 1.069242 
-15.000000 	 10.000000 	 20.819601 	 1.398237 	 0.578881 	 0.910815 
-16.000000 	 10.000000 	 17.779182 	 2.389641 	 0.181828 	 1.505171 
-17.000000 	 10.000000 	 10.443696 	 3.544882 	 0.179318 	 2.313995 
-18.000000 	 10.000000 	 2.810271 	 1.819061 	 0.626150 	 1.492995 
-19.000000 	 10.000000 	 0.601850 	 0.555020 	 0.620437 	 0.596120 
-20.000000 	 10.000000 	 0.546714 	 0.332026 	 0.562482 	 0.239425 
-21.000000 	 10.000000 	 0.497508 	 0.358382 	 0.536722 	 0.154301 
-22.000000 	 10.000000 	 0.571448 	 0.305609 	 0.429871 	 0.117135 
-23.000000 	 10.000000 	 0.548588 	 0.261447 	 0.407367 	 0.098883 
-24.000000 	 10.000000 	 0.511308 	 0.253466 	 0.338143 	 0.112414 
-25.000000 	 10.000000 	 0.579367 	 0.216633 	 0.281374 	 0.100204 
