RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
35.000000 	 30.000000 	 0.073327 	 0.489867 
34.000000 	 30.000000 	 0.088312 	 0.477777 
33.000000 	 30.000000 	 0.082479 	 0.483465 
32.000000 	 30.000000 	 0.060667 	 0.538383 
31.000000 	 30.000000 	 0.090452 	 0.507833 
30.000000 	 30.000000 	 0.111966 	 0.474087 
29.000000 	 30.000000 	 0.098622 	 0.470741 
28.000000 	 30.000000 	 0.026173 	 0.517238 
27.000000 	 30.000000 	 0.052243 	 0.535018 
26.000000 	 30.000000 	 0.141880 	 0.488661 
25.000000 	 30.000000 	 0.118737 	 0.470846 
24.000000 	 30.000000 	 0.086887 	 0.495117 
23.000000 	 30.000000 	 0.069799 	 0.537181 
22.000000 	 30.000000 	 0.053769 	 0.702210 
21.000000 	 30.000000 	 0.035895 	 1.105908 
20.000000 	 30.000000 	 0.095745 	 1.435719 
19.000000 	 30.000000 	 0.099412 	 1.829582 
18.000000 	 30.000000 	 0.217448 	 2.288898 
17.000000 	 30.000000 	 0.315099 	 2.462502 
16.000000 	 30.000000 	 0.351765 	 2.365819 
15.000000 	 30.000000 	 0.491300 	 1.914581 
14.000000 	 30.000000 	 0.638109 	 1.408906 
13.000000 	 30.000000 	 0.562733 	 1.428838 
12.000000 	 30.000000 	 0.526085 	 1.767479 
11.000000 	 30.000000 	 0.421096 	 1.829050 
10.000000 	 30.000000 	 0.402049 	 1.624059 
9.000000 	 30.000000 	 0.281469 	 1.436961 
8.000000 	 30.000000 	 0.208568 	 1.482283 
7.000000 	 30.000000 	 0.160561 	 1.507309 
6.000000 	 30.000000 	 0.111524 	 1.604044 
5.000000 	 30.000000 	 0.130059 	 1.665861 
4.000000 	 30.000000 	 0.284781 	 1.710150 
3.000000 	 30.000000 	 0.300456 	 1.740014 
2.000000 	 30.000000 	 0.370660 	 1.806678 
1.000000 	 30.000000 	 0.366916 	 1.857346 
0.000000 	 30.000000 	 0.380179 	 1.865009 
-1.000000 	 30.000000 	 0.329494 	 1.812633 
-2.000000 	 30.000000 	 0.195647 	 1.799497 
-3.000000 	 30.000000 	 0.060856 	 1.738438 
-4.000000 	 30.000000 	 0.056106 	 1.649948 
-5.000000 	 30.000000 	 -0.144276 	 1.624166 
-6.000000 	 30.000000 	 -0.158981 	 1.531269 
-7.000000 	 30.000000 	 -0.148971 	 1.406145 
-8.000000 	 30.000000 	 -0.190911 	 1.423742 
-9.000000 	 30.000000 	 -0.154592 	 1.516228 
-10.000000 	 30.000000 	 -0.214460 	 1.737149 
-11.000000 	 30.000000 	 -0.255524 	 1.760763 
-12.000000 	 30.000000 	 -0.244890 	 1.486472 
-13.000000 	 30.000000 	 -0.218843 	 1.300766 
-14.000000 	 30.000000 	 -0.200460 	 1.635778 
-15.000000 	 30.000000 	 -0.164780 	 2.183190 
-16.000000 	 30.000000 	 -0.206296 	 2.402468 
-17.000000 	 30.000000 	 -0.133033 	 2.283450 
-18.000000 	 30.000000 	 -0.006949 	 1.902382 
-19.000000 	 30.000000 	 0.089803 	 1.428990 
-20.000000 	 30.000000 	 0.094769 	 1.155648 
-21.000000 	 30.000000 	 0.157935 	 0.819232 
-22.000000 	 30.000000 	 0.221586 	 0.523708 
-23.000000 	 30.000000 	 0.181386 	 0.520786 
-24.000000 	 30.000000 	 0.153065 	 0.481044 
-25.000000 	 30.000000 	 0.156970 	 0.496364 
-26.000000 	 30.000000 	 0.145992 	 0.525043 
-27.000000 	 30.000000 	 0.175924 	 0.474292 
-28.000000 	 30.000000 	 0.146003 	 0.474880 
-29.000000 	 30.000000 	 0.142653 	 0.462355 
-30.000000 	 30.000000 	 0.096427 	 0.489940 
-31.000000 	 30.000000 	 -0.000633 	 0.497915 
-32.000000 	 30.000000 	 0.131729 	 0.508470 
-33.000000 	 30.000000 	 0.113654 	 0.484197 
-34.000000 	 30.000000 	 0.089785 	 0.465725 
-35.000000 	 30.000000 	 0.046029 	 0.473038 
