RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.446767 	 0.272073 	 -0.449410 	 0.105301 
24.000000 	 10.000000 	 0.484173 	 0.287921 	 -0.474750 	 0.098898 
23.000000 	 10.000000 	 0.571579 	 0.215125 	 -0.519844 	 0.122185 
22.000000 	 10.000000 	 0.550571 	 0.268732 	 -0.578845 	 0.164234 
21.000000 	 10.000000 	 0.540929 	 0.297830 	 -0.600539 	 0.256361 
20.000000 	 10.000000 	 0.621670 	 0.445439 	 -0.645870 	 0.499168 
19.000000 	 10.000000 	 1.803814 	 1.443353 	 -0.682151 	 1.322213 
18.000000 	 10.000000 	 6.880316 	 3.329524 	 -0.334117 	 2.073300 
17.000000 	 10.000000 	 13.578199 	 3.778462 	 -0.160663 	 2.209430 
16.000000 	 10.000000 	 17.760977 	 2.108655 	 -0.522141 	 1.395058 
15.000000 	 10.000000 	 18.781390 	 1.171394 	 -0.851477 	 0.933438 
14.000000 	 10.000000 	 19.054385 	 1.023909 	 -1.165071 	 0.764428 
13.000000 	 10.000000 	 18.545445 	 1.483732 	 -1.405016 	 1.226964 
12.000000 	 10.000000 	 12.967551 	 2.542910 	 -1.000268 	 2.285840 
11.000000 	 10.000000 	 8.800016 	 1.493995 	 -0.544733 	 1.381560 
10.000000 	 10.000000 	 8.735929 	 1.184482 	 -0.743943 	 0.604273 
9.000000 	 10.000000 	 9.053560 	 0.998061 	 -1.122113 	 0.471682 
8.000000 	 10.000000 	 9.237278 	 0.954761 	 -1.366602 	 0.522490 
7.000000 	 10.000000 	 8.452113 	 1.250781 	 -1.590894 	 0.756305 
6.000000 	 10.000000 	 5.077552 	 1.917674 	 -1.235044 	 1.213789 
5.000000 	 10.000000 	 1.758189 	 1.551668 	 -0.554813 	 1.142859 
4.000000 	 10.000000 	 -0.129939 	 1.534424 	 -0.380706 	 1.178251 
3.000000 	 10.000000 	 -1.145468 	 1.441236 	 -0.485456 	 1.153782 
2.000000 	 10.000000 	 -2.455445 	 1.320828 	 -0.315471 	 1.235607 
1.000000 	 10.000000 	 -2.953884 	 1.272374 	 -0.231003 	 1.317163 
0.000000 	 10.000000 	 -3.354654 	 1.169735 	 -0.344689 	 1.384701 
-1.000000 	 10.000000 	 -3.481784 	 1.121512 	 -0.268758 	 1.306354 
-2.000000 	 10.000000 	 -3.440091 	 1.162078 	 -0.213830 	 1.403181 
-3.000000 	 10.000000 	 -3.127379 	 1.319626 	 -0.271270 	 1.438421 
-4.000000 	 10.000000 	 -2.481474 	 1.517685 	 -0.054420 	 1.391146 
-5.000000 	 10.000000 	 -0.945156 	 1.787272 	 0.055879 	 1.509092 
-6.000000 	 10.000000 	 1.441744 	 2.133943 	 0.321807 	 1.467267 
-7.000000 	 10.000000 	 5.489714 	 2.391985 	 0.685301 	 1.443863 
-8.000000 	 10.000000 	 9.210097 	 1.633498 	 0.808150 	 1.087495 
-9.000000 	 10.000000 	 10.279133 	 0.910279 	 0.619036 	 0.646794 
-10.000000 	 10.000000 	 10.088361 	 0.825487 	 0.354724 	 0.580041 
-11.000000 	 10.000000 	 9.467724 	 1.221434 	 0.061845 	 1.213204 
-12.000000 	 10.000000 	 11.505957 	 2.465412 	 0.637868 	 2.552558 
-13.000000 	 10.000000 	 17.932223 	 2.167127 	 1.349628 	 2.029003 
-14.000000 	 10.000000 	 20.253282 	 1.214172 	 0.808394 	 1.060724 
-15.000000 	 10.000000 	 19.141444 	 1.955454 	 0.765416 	 1.302679 
-16.000000 	 10.000000 	 14.900972 	 3.381786 	 0.343178 	 1.920984 
-17.000000 	 10.000000 	 9.336306 	 3.396600 	 0.244583 	 2.219679 
-18.000000 	 10.000000 	 3.141084 	 2.121083 	 0.590628 	 1.463045 
-19.000000 	 10.000000 	 0.742015 	 0.731014 	 0.741747 	 0.740049 
-20.000000 	 10.000000 	 0.343580 	 0.411017 	 0.644961 	 0.288282 
-21.000000 	 10.000000 	 0.395050 	 0.336017 	 0.639221 	 0.189907 
-22.000000 	 10.000000 	 0.511604 	 0.354655 	 0.611900 	 0.147958 
-23.000000 	 10.000000 	 0.349315 	 0.320594 	 0.519599 	 0.130772 
-24.000000 	 10.000000 	 0.318124 	 0.278785 	 0.453037 	 0.108046 
-25.000000 	 10.000000 	 0.328986 	 0.223739 	 0.458059 	 0.106408 
