RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.545581 	 0.347956 	 -0.468369 	 0.176439 
24.000000 	 10.000000 	 0.542348 	 0.377715 	 -0.498477 	 0.176576 
23.000000 	 10.000000 	 0.589423 	 0.379383 	 -0.529954 	 0.186060 
22.000000 	 10.000000 	 0.579717 	 0.398503 	 -0.562170 	 0.220550 
21.000000 	 10.000000 	 0.614951 	 0.459791 	 -0.589161 	 0.329039 
20.000000 	 10.000000 	 0.772050 	 0.676391 	 -0.598397 	 0.650520 
19.000000 	 10.000000 	 1.985085 	 1.604165 	 -0.487551 	 1.411725 
18.000000 	 10.000000 	 6.264307 	 3.063287 	 0.134345 	 2.530063 
17.000000 	 10.000000 	 12.791039 	 3.592881 	 1.113498 	 2.566702 
16.000000 	 10.000000 	 16.671595 	 2.130345 	 1.034548 	 1.615378 
15.000000 	 10.000000 	 17.833605 	 1.310112 	 1.070351 	 1.172969 
14.000000 	 10.000000 	 17.261816 	 1.560998 	 0.938391 	 1.230462 
13.000000 	 10.000000 	 13.207382 	 2.649747 	 0.631502 	 1.939485 
12.000000 	 10.000000 	 9.812804 	 1.822161 	 0.514487 	 1.816941 
11.000000 	 10.000000 	 9.547802 	 1.034332 	 0.894874 	 0.829718 
10.000000 	 10.000000 	 9.496823 	 1.018319 	 1.020512 	 0.555131 
9.000000 	 10.000000 	 8.819393 	 1.240092 	 0.850104 	 0.544688 
8.000000 	 10.000000 	 7.885649 	 1.331686 	 0.071838 	 0.600716 
7.000000 	 10.000000 	 5.416510 	 1.094550 	 -0.854837 	 0.417154 
6.000000 	 10.000000 	 2.855614 	 0.795889 	 -0.866076 	 0.385065 
5.000000 	 10.000000 	 0.547528 	 0.686319 	 -0.658748 	 0.385886 
4.000000 	 10.000000 	 -1.259276 	 0.732649 	 -0.406386 	 0.383459 
3.000000 	 10.000000 	 -2.545373 	 0.657219 	 -0.229103 	 0.392568 
2.000000 	 10.000000 	 -3.216483 	 0.542485 	 -0.036820 	 0.393611 
1.000000 	 10.000000 	 -3.589835 	 0.444175 	 0.082047 	 0.401688 
0.000000 	 10.000000 	 -3.706058 	 0.416721 	 0.171392 	 0.400741 
-1.000000 	 10.000000 	 -3.632040 	 0.457717 	 0.241392 	 0.386795 
-2.000000 	 10.000000 	 -3.333352 	 0.557674 	 0.384131 	 0.365857 
-3.000000 	 10.000000 	 -3.274707 	 0.935315 	 0.416937 	 0.325837 
-4.000000 	 10.000000 	 -1.792563 	 0.716746 	 0.599139 	 0.331373 
-5.000000 	 10.000000 	 -0.411216 	 0.701091 	 0.683230 	 0.351700 
-6.000000 	 10.000000 	 1.365197 	 0.682044 	 0.761457 	 0.344085 
-7.000000 	 10.000000 	 3.537393 	 0.888214 	 0.781843 	 0.373043 
-8.000000 	 10.000000 	 5.693854 	 1.202634 	 0.465086 	 0.462167 
-9.000000 	 10.000000 	 7.281402 	 1.258423 	 -0.560960 	 0.664528 
-10.000000 	 10.000000 	 8.132571 	 1.351329 	 -1.360364 	 0.542649 
-11.000000 	 10.000000 	 8.807144 	 1.027541 	 -1.529150 	 0.523265 
-12.000000 	 10.000000 	 8.837485 	 0.957519 	 -1.472990 	 0.681812 
-13.000000 	 10.000000 	 8.712490 	 1.564835 	 -1.375962 	 1.450022 
-14.000000 	 10.000000 	 12.310459 	 2.823826 	 -1.338546 	 1.944721 
-15.000000 	 10.000000 	 16.881048 	 1.838853 	 -1.844324 	 1.284924 
-16.000000 	 10.000000 	 18.182764 	 1.294337 	 -2.091357 	 1.071192 
-17.000000 	 10.000000 	 18.198235 	 1.725616 	 -2.103133 	 1.404857 
-18.000000 	 10.000000 	 13.993393 	 3.450715 	 -1.326215 	 2.739931 
-19.000000 	 10.000000 	 6.959424 	 3.084442 	 -0.099209 	 2.635445 
-20.000000 	 10.000000 	 2.264758 	 1.702943 	 0.535031 	 1.587379 
-21.000000 	 10.000000 	 0.711174 	 0.733014 	 0.671527 	 0.679755 
-22.000000 	 10.000000 	 0.587133 	 0.442539 	 0.598906 	 0.336202 
-23.000000 	 10.000000 	 0.584829 	 0.387664 	 0.574138 	 0.225380 
-24.000000 	 10.000000 	 0.618780 	 0.366749 	 0.543160 	 0.182571 
-25.000000 	 10.000000 	 0.616740 	 0.366182 	 0.524146 	 0.169787 
