RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
46.000000 	 50.000000 	 0.618983 	 0.607444 	 -0.659033 	 0.633191 
43.000000 	 50.000000 	 1.001638 	 0.956224 	 -0.571560 	 1.072482 
40.000000 	 50.000000 	 1.894798 	 1.487772 	 -0.181777 	 1.769711 
38.000000 	 50.000000 	 3.600446 	 2.206508 	 0.534865 	 2.411896 
36.000000 	 50.000000 	 5.147923 	 2.685038 	 0.998065 	 2.725561 
34.000000 	 50.000000 	 7.290544 	 2.852384 	 1.539570 	 2.977515 
33.000000 	 50.000000 	 8.333393 	 2.874070 	 1.799335 	 3.092036 
32.000000 	 50.000000 	 9.378433 	 2.871789 	 1.922153 	 3.036110 
31.000000 	 50.000000 	 9.792599 	 2.975634 	 2.242874 	 3.096280 
30.000000 	 50.000000 	 11.092750 	 2.755174 	 2.514017 	 2.882215 
29.000000 	 50.000000 	 12.181579 	 2.531344 	 2.790807 	 2.621641 
28.000000 	 50.000000 	 12.585128 	 2.225351 	 2.576399 	 2.437349 
27.000000 	 50.000000 	 12.566528 	 2.021891 	 2.643269 	 2.052720 
26.000000 	 50.000000 	 12.362635 	 2.096458 	 1.992038 	 2.107899 
25.000000 	 50.000000 	 12.199300 	 2.137857 	 2.004130 	 1.894866 
24.000000 	 50.000000 	 11.540188 	 2.146723 	 1.589278 	 1.738313 
23.000000 	 50.000000 	 10.514673 	 2.328154 	 1.046586 	 1.732665 
22.000000 	 50.000000 	 8.693508 	 2.641783 	 0.987604 	 1.478732 
21.000000 	 50.000000 	 7.668327 	 2.802052 	 0.762472 	 1.484205 
20.000000 	 50.000000 	 5.629899 	 2.570049 	 0.623051 	 1.358861 
19.000000 	 50.000000 	 4.046102 	 2.360044 	 0.483508 	 1.345515 
18.000000 	 50.000000 	 2.912543 	 2.307744 	 0.388714 	 1.328420 
17.000000 	 50.000000 	 1.653005 	 2.052743 	 0.418612 	 1.334450 
16.000000 	 50.000000 	 0.790975 	 2.072603 	 0.426116 	 1.413636 
15.000000 	 50.000000 	 0.173848 	 2.114779 	 0.353598 	 1.364604 
14.000000 	 50.000000 	 -0.607679 	 1.997998 	 0.408537 	 1.401758 
13.000000 	 50.000000 	 -1.104102 	 1.939901 	 0.493462 	 1.392182 
12.000000 	 50.000000 	 -1.694814 	 1.980175 	 0.418819 	 1.465127 
11.000000 	 50.000000 	 -1.972386 	 1.801934 	 0.508527 	 1.442738 
10.000000 	 50.000000 	 -2.179596 	 1.737855 	 0.292073 	 1.359091 
9.000000 	 50.000000 	 -2.502217 	 1.719385 	 0.341082 	 1.480379 
8.000000 	 50.000000 	 -2.714077 	 1.677949 	 0.357708 	 1.380732 
7.000000 	 50.000000 	 -2.741893 	 1.696461 	 0.253232 	 1.348348 
6.000000 	 50.000000 	 -3.016282 	 1.592284 	 0.274154 	 1.455946 
5.000000 	 50.000000 	 -3.013538 	 1.665211 	 0.267364 	 1.368264 
4.000000 	 50.000000 	 -3.100615 	 1.632267 	 0.202800 	 1.395051 
3.000000 	 50.000000 	 -3.367493 	 1.666435 	 0.090832 	 1.392657 
2.000000 	 50.000000 	 -3.065437 	 1.684333 	 0.158051 	 1.328255 
1.000000 	 50.000000 	 -3.155449 	 1.689522 	 -0.173451 	 1.408054 
0.000000 	 50.000000 	 -3.101780 	 1.630236 	 -0.075825 	 1.347943 
-1.000000 	 50.000000 	 -3.282464 	 1.637817 	 -0.181581 	 1.261827 
-2.000000 	 50.000000 	 -3.305821 	 1.585499 	 -0.318962 	 1.407141 
-3.000000 	 50.000000 	 -3.215688 	 1.640153 	 -0.218581 	 1.371865 
-4.000000 	 50.000000 	 -3.525033 	 1.624628 	 -0.282209 	 1.441015 
-5.000000 	 50.000000 	 -3.328836 	 1.617889 	 -0.342196 	 1.368850 
-6.000000 	 50.000000 	 -3.385199 	 1.589781 	 -0.229208 	 1.441222 
-7.000000 	 50.000000 	 -3.215169 	 1.631190 	 -0.524863 	 1.380641 
-8.000000 	 50.000000 	 -3.277089 	 1.693033 	 -0.477439 	 1.472707 
-9.000000 	 50.000000 	 -3.168937 	 1.680393 	 -0.402043 	 1.416021 
