RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.518059 	 0.379439 	 -0.631021 	 0.225073 
24.000000 	 10.000000 	 0.546932 	 0.404336 	 -0.680944 	 0.265037 
23.000000 	 10.000000 	 0.564359 	 0.465901 	 -0.710501 	 0.342764 
22.000000 	 10.000000 	 0.632526 	 0.577276 	 -0.724707 	 0.509940 
21.000000 	 10.000000 	 0.890334 	 0.888471 	 -0.710593 	 0.940456 
20.000000 	 10.000000 	 2.488857 	 1.899487 	 -0.424773 	 1.988853 
19.000000 	 10.000000 	 6.853835 	 3.251717 	 0.663468 	 3.175725 
18.000000 	 10.000000 	 12.802021 	 3.906490 	 1.758361 	 3.525738 
17.000000 	 10.000000 	 17.965828 	 2.011582 	 4.035326 	 2.311771 
16.000000 	 10.000000 	 18.231057 	 1.530409 	 4.519061 	 1.394380 
15.000000 	 10.000000 	 15.797381 	 2.696063 	 3.617020 	 1.702516 
14.000000 	 10.000000 	 10.410042 	 2.810869 	 2.719558 	 2.162427 
13.000000 	 10.000000 	 9.223426 	 1.692559 	 2.527813 	 1.766068 
12.000000 	 10.000000 	 9.342628 	 1.106024 	 3.007471 	 0.761252 
11.000000 	 10.000000 	 8.909733 	 1.261232 	 2.725464 	 0.643151 
10.000000 	 10.000000 	 8.360341 	 1.328288 	 2.136124 	 0.655441 
9.000000 	 10.000000 	 7.446125 	 1.487008 	 1.320833 	 0.586117 
8.000000 	 10.000000 	 5.056317 	 1.536908 	 0.576046 	 0.544078 
7.000000 	 10.000000 	 2.109875 	 1.231179 	 0.328681 	 0.511982 
6.000000 	 10.000000 	 -0.082566 	 1.146492 	 0.163987 	 0.532693 
5.000000 	 10.000000 	 -1.600574 	 1.079274 	 0.136649 	 0.516658 
4.000000 	 10.000000 	 -2.303565 	 1.014837 	 0.154625 	 0.520664 
3.000000 	 10.000000 	 -2.853257 	 0.931836 	 0.152767 	 0.513937 
2.000000 	 10.000000 	 -3.239900 	 0.834197 	 0.168252 	 0.504664 
1.000000 	 10.000000 	 -3.404321 	 0.748333 	 0.144481 	 0.464532 
0.000000 	 10.000000 	 -3.499155 	 0.626718 	 0.132661 	 0.489880 
-1.000000 	 10.000000 	 -3.446438 	 0.677130 	 0.019923 	 0.465162 
-2.000000 	 10.000000 	 -3.215739 	 0.908218 	 0.064367 	 0.505976 
-3.000000 	 10.000000 	 -2.890016 	 0.975479 	 0.034263 	 0.515270 
-4.000000 	 10.000000 	 -2.385831 	 1.077513 	 0.000522 	 0.514193 
-5.000000 	 10.000000 	 -1.829735 	 1.093982 	 -0.008368 	 0.546460 
-6.000000 	 10.000000 	 -0.693131 	 1.093184 	 -0.106955 	 0.494568 
-7.000000 	 10.000000 	 0.929365 	 1.123315 	 -0.210928 	 0.529416 
-8.000000 	 10.000000 	 3.133973 	 1.270724 	 -0.484672 	 0.478717 
-9.000000 	 10.000000 	 5.222679 	 1.476817 	 -0.840597 	 0.518691 
-10.000000 	 10.000000 	 6.707618 	 1.252960 	 -1.494343 	 0.600749 
-11.000000 	 10.000000 	 7.413987 	 1.249659 	 -2.352733 	 0.658688 
-12.000000 	 10.000000 	 7.947637 	 1.304209 	 -2.955542 	 0.640488 
-13.000000 	 10.000000 	 8.301208 	 1.063760 	 -3.117393 	 0.719981 
-14.000000 	 10.000000 	 8.390595 	 1.482587 	 -3.146594 	 1.323097 
-15.000000 	 10.000000 	 10.182406 	 2.933562 	 -3.047265 	 2.019620 
-16.000000 	 10.000000 	 15.100989 	 2.730000 	 -4.092309 	 1.581285 
-17.000000 	 10.000000 	 17.750340 	 1.582695 	 -5.075837 	 1.313475 
-18.000000 	 10.000000 	 17.886838 	 1.635785 	 -5.165986 	 1.735950 
-19.000000 	 10.000000 	 14.782335 	 3.211788 	 -4.066748 	 3.355139 
-20.000000 	 10.000000 	 7.788986 	 3.432782 	 -1.151428 	 3.548532 
-21.000000 	 10.000000 	 3.074818 	 2.178667 	 0.169126 	 2.278515 
-22.000000 	 10.000000 	 1.100889 	 1.010715 	 0.717074 	 1.066821 
-23.000000 	 10.000000 	 0.780060 	 0.593065 	 0.662339 	 0.545173 
-24.000000 	 10.000000 	 0.797199 	 0.429985 	 0.613032 	 0.323746 
-25.000000 	 10.000000 	 0.804614 	 0.392273 	 0.585545 	 0.246730 
