RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
40.000000 	 50.000000 	 0.159364 	 0.518911 
38.000000 	 50.000000 	 0.212599 	 0.589723 
36.000000 	 50.000000 	 0.305706 	 0.711856 
34.000000 	 50.000000 	 0.524367 	 1.040662 
33.000000 	 50.000000 	 0.730830 	 1.370752 
32.000000 	 50.000000 	 1.024370 	 1.722534 
31.000000 	 50.000000 	 1.012411 	 1.853495 
30.000000 	 50.000000 	 1.322514 	 2.035534 
29.000000 	 50.000000 	 1.618142 	 2.288479 
28.000000 	 50.000000 	 2.079096 	 2.501973 
27.000000 	 50.000000 	 2.297677 	 2.751616 
26.000000 	 50.000000 	 2.596133 	 2.732059 
25.000000 	 50.000000 	 2.898787 	 2.697256 
24.000000 	 50.000000 	 3.273564 	 2.489851 
23.000000 	 50.000000 	 3.173574 	 2.462443 
22.000000 	 50.000000 	 3.205475 	 2.352905 
21.000000 	 50.000000 	 3.217567 	 1.975281 
20.000000 	 50.000000 	 2.972120 	 1.772601 
19.000000 	 50.000000 	 2.631071 	 1.658982 
18.000000 	 50.000000 	 2.220913 	 1.550563 
17.000000 	 50.000000 	 1.725921 	 1.367003 
16.000000 	 50.000000 	 1.247829 	 1.231175 
15.000000 	 50.000000 	 0.953336 	 1.059164 
14.000000 	 50.000000 	 0.488774 	 0.927813 
13.000000 	 50.000000 	 0.387535 	 0.861302 
12.000000 	 50.000000 	 0.223834 	 0.814566 
11.000000 	 50.000000 	 0.143846 	 0.819865 
10.000000 	 50.000000 	 0.123502 	 0.761236 
9.000000 	 50.000000 	 0.139646 	 0.740311 
8.000000 	 50.000000 	 0.179262 	 0.778977 
7.000000 	 50.000000 	 0.172457 	 0.769807 
6.000000 	 50.000000 	 0.176362 	 0.729954 
5.000000 	 50.000000 	 0.165270 	 0.736471 
4.000000 	 50.000000 	 0.143926 	 0.695077 
3.000000 	 50.000000 	 0.081124 	 0.670260 
2.000000 	 50.000000 	 0.039968 	 0.679707 
1.000000 	 50.000000 	 -0.021867 	 0.640752 
0.000000 	 50.000000 	 -0.032896 	 0.640435 
-1.000000 	 50.000000 	 -0.034524 	 0.669859 
-2.000000 	 50.000000 	 0.007795 	 0.664016 
-3.000000 	 50.000000 	 -0.017710 	 0.678542 
-4.000000 	 50.000000 	 0.015223 	 0.726617 
-5.000000 	 50.000000 	 0.028551 	 0.744475 
-6.000000 	 50.000000 	 0.012456 	 0.754841 
-7.000000 	 50.000000 	 0.048504 	 0.797929 
-8.000000 	 50.000000 	 0.078952 	 0.798686 
-9.000000 	 50.000000 	 0.078153 	 0.804825 
-10.000000 	 50.000000 	 0.034238 	 0.822334 
-11.000000 	 50.000000 	 -0.052954 	 0.830814 
-12.000000 	 50.000000 	 -0.177341 	 0.909857 
-13.000000 	 50.000000 	 -0.589417 	 1.021804 
-14.000000 	 50.000000 	 -0.963862 	 1.198809 
-15.000000 	 50.000000 	 -1.486465 	 1.354071 
-16.000000 	 50.000000 	 -1.894403 	 1.467463 
-17.000000 	 50.000000 	 -2.351785 	 1.636989 
-18.000000 	 50.000000 	 -2.777007 	 1.760558 
-19.000000 	 50.000000 	 -2.936401 	 1.908689 
-20.000000 	 50.000000 	 -2.962511 	 2.078962 
-21.000000 	 50.000000 	 -2.777809 	 2.311794 
-22.000000 	 50.000000 	 -2.445591 	 2.658142 
-23.000000 	 50.000000 	 -2.245744 	 2.848964 
-24.000000 	 50.000000 	 -1.887557 	 2.761003 
-25.000000 	 50.000000 	 -1.518599 	 2.667898 
-26.000000 	 50.000000 	 -1.311357 	 2.414047 
-27.000000 	 50.000000 	 -0.915352 	 2.237130 
-28.000000 	 50.000000 	 -0.574295 	 1.777381 
-29.000000 	 50.000000 	 -0.272384 	 1.472772 
-30.000000 	 50.000000 	 -0.128959 	 1.171947 
-31.000000 	 50.000000 	 0.047293 	 1.058395 
-32.000000 	 50.000000 	 0.140971 	 0.831563 
-33.000000 	 50.000000 	 0.315653 	 0.621624 
-34.000000 	 50.000000 	 0.370538 	 0.600804 
-36.000000 	 50.000000 	 0.416183 	 0.546857 
-38.000000 	 50.000000 	 0.449867 	 0.533495 
-40.000000 	 50.000000 	 0.459317 	 0.547967 
