RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.023377 	 0.383484 
24.000000 	 2.000000 	 0.038749 	 0.373627 
23.000000 	 2.000000 	 0.066904 	 0.371064 
22.000000 	 2.000000 	 0.051972 	 0.379354 
21.000000 	 2.000000 	 0.039628 	 0.372580 
20.000000 	 2.000000 	 0.007116 	 0.375606 
19.000000 	 2.000000 	 -0.041689 	 0.533401 
18.000000 	 2.000000 	 0.285513 	 2.122564 
17.000000 	 2.000000 	 0.783375 	 1.240900 
16.000000 	 2.000000 	 0.876108 	 0.973019 
15.000000 	 2.000000 	 0.881433 	 1.009817 
14.000000 	 2.000000 	 0.721520 	 1.542416 
13.000000 	 2.000000 	 0.341666 	 1.864244 
12.000000 	 2.000000 	 0.313071 	 1.112837 
11.000000 	 2.000000 	 0.387890 	 1.183893 
10.000000 	 2.000000 	 0.390243 	 1.151344 
9.000000 	 2.000000 	 0.350127 	 1.083886 
8.000000 	 2.000000 	 0.265582 	 0.935301 
7.000000 	 2.000000 	 0.156779 	 0.767931 
6.000000 	 2.000000 	 0.076932 	 0.512643 
5.000000 	 2.000000 	 0.102654 	 0.482010 
4.000000 	 2.000000 	 0.156283 	 0.440130 
3.000000 	 2.000000 	 0.154671 	 0.443851 
2.000000 	 2.000000 	 0.142654 	 0.458491 
1.000000 	 2.000000 	 0.081697 	 0.437265 
0.000000 	 2.000000 	 0.024342 	 0.453536 
-1.000000 	 2.000000 	 -0.005713 	 0.432894 
-2.000000 	 2.000000 	 -0.024535 	 0.448652 
-3.000000 	 2.000000 	 -0.014327 	 0.452532 
-4.000000 	 2.000000 	 -0.023170 	 0.482923 
-5.000000 	 2.000000 	 -0.038160 	 0.499310 
-6.000000 	 2.000000 	 -0.024972 	 0.609288 
-7.000000 	 2.000000 	 0.123967 	 0.846198 
-8.000000 	 2.000000 	 0.157183 	 1.044848 
-9.000000 	 2.000000 	 0.115725 	 1.142067 
-10.000000 	 2.000000 	 0.061842 	 1.108621 
-11.000000 	 2.000000 	 0.025830 	 1.090339 
-12.000000 	 2.000000 	 -0.111246 	 2.107003 
-13.000000 	 2.000000 	 -0.069013 	 1.217631 
-14.000000 	 2.000000 	 -0.036391 	 0.931178 
-15.000000 	 2.000000 	 -0.035202 	 1.027079 
-16.000000 	 2.000000 	 -0.108766 	 1.312219 
-17.000000 	 2.000000 	 -0.212807 	 1.570922 
-18.000000 	 2.000000 	 -0.094096 	 0.401873 
-19.000000 	 2.000000 	 0.141698 	 0.349411 
-20.000000 	 2.000000 	 0.146143 	 0.357657 
-21.000000 	 2.000000 	 0.172429 	 0.359423 
-22.000000 	 2.000000 	 0.230732 	 0.367264 
-23.000000 	 2.000000 	 0.196428 	 0.371522 
-24.000000 	 2.000000 	 0.207424 	 0.370204 
-25.000000 	 2.000000 	 0.207258 	 0.346859 
