RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 0.126970 	 0.368109 
24.000000 	 10.000000 	 0.078848 	 0.373318 
23.000000 	 10.000000 	 0.055224 	 0.378382 
22.000000 	 10.000000 	 0.069900 	 0.434401 
21.000000 	 10.000000 	 0.145085 	 0.676071 
20.000000 	 10.000000 	 0.942816 	 1.513924 
19.000000 	 10.000000 	 2.992393 	 2.754913 
18.000000 	 10.000000 	 5.607046 	 3.064513 
17.000000 	 10.000000 	 7.591760 	 2.233121 
16.000000 	 10.000000 	 7.977696 	 1.111096 
15.000000 	 10.000000 	 7.094210 	 1.282409 
14.000000 	 10.000000 	 4.778387 	 2.294466 
13.000000 	 10.000000 	 1.407850 	 1.599593 
12.000000 	 10.000000 	 0.343455 	 1.070739 
11.000000 	 10.000000 	 0.271660 	 0.964558 
10.000000 	 10.000000 	 0.246920 	 0.863161 
9.000000 	 10.000000 	 0.202075 	 0.844393 
8.000000 	 10.000000 	 0.169229 	 0.802697 
7.000000 	 10.000000 	 0.068886 	 0.662965 
6.000000 	 10.000000 	 0.040154 	 0.572830 
5.000000 	 10.000000 	 0.058411 	 0.464421 
4.000000 	 10.000000 	 0.026351 	 0.418370 
3.000000 	 10.000000 	 0.035704 	 0.402500 
2.000000 	 10.000000 	 -0.012700 	 0.390999 
1.000000 	 10.000000 	 -0.049390 	 0.400412 
0.000000 	 10.000000 	 -0.026627 	 0.393363 
-1.000000 	 10.000000 	 -0.065683 	 0.393406 
-2.000000 	 10.000000 	 -0.041591 	 0.398190 
-3.000000 	 10.000000 	 -0.020700 	 0.406566 
-4.000000 	 10.000000 	 -0.018172 	 0.454079 
-5.000000 	 10.000000 	 -0.006520 	 0.490568 
-6.000000 	 10.000000 	 -0.008687 	 0.569822 
-7.000000 	 10.000000 	 0.043147 	 0.648224 
-8.000000 	 10.000000 	 0.111998 	 0.777550 
-9.000000 	 10.000000 	 0.068223 	 0.814774 
-10.000000 	 10.000000 	 0.027442 	 0.907831 
-11.000000 	 10.000000 	 -0.005942 	 0.994448 
-12.000000 	 10.000000 	 -1.359869 	 1.765612 
-13.000000 	 10.000000 	 -4.498164 	 2.544035 
-14.000000 	 10.000000 	 -7.257646 	 1.447757 
-15.000000 	 10.000000 	 -8.051215 	 1.035167 
-16.000000 	 10.000000 	 -7.936310 	 1.542277 
-17.000000 	 10.000000 	 -5.906143 	 3.059369 
-18.000000 	 10.000000 	 -2.692445 	 2.892348 
-19.000000 	 10.000000 	 -0.222620 	 1.437109 
-20.000000 	 10.000000 	 0.424331 	 0.524857 
-21.000000 	 10.000000 	 0.429312 	 0.360546 
-22.000000 	 10.000000 	 0.418801 	 0.341514 
-23.000000 	 10.000000 	 0.474242 	 0.342491 
-24.000000 	 10.000000 	 0.393866 	 0.319929 
-25.000000 	 10.000000 	 0.409241 	 0.299224 
