RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 0.265332 	 0.364811 
24.000000 	 10.000000 	 0.258195 	 0.349694 
23.000000 	 10.000000 	 0.241514 	 0.389997 
22.000000 	 10.000000 	 0.254795 	 0.544868 
21.000000 	 10.000000 	 0.439474 	 0.888151 
20.000000 	 10.000000 	 1.307396 	 1.852443 
19.000000 	 10.000000 	 3.957500 	 3.322440 
18.000000 	 10.000000 	 6.647225 	 4.020446 
17.000000 	 10.000000 	 10.452573 	 3.683896 
16.000000 	 10.000000 	 13.337073 	 1.927056 
15.000000 	 10.000000 	 13.444922 	 1.416082 
14.000000 	 10.000000 	 11.980551 	 1.531978 
13.000000 	 10.000000 	 8.811532 	 2.852367 
12.000000 	 10.000000 	 4.289861 	 2.833157 
11.000000 	 10.000000 	 0.642174 	 1.396567 
10.000000 	 10.000000 	 0.177027 	 1.123501 
9.000000 	 10.000000 	 0.184136 	 1.129723 
8.000000 	 10.000000 	 0.122164 	 1.200031 
7.000000 	 10.000000 	 0.097665 	 1.605611 
6.000000 	 10.000000 	 -0.120312 	 1.849614 
5.000000 	 10.000000 	 -0.318211 	 1.915887 
4.000000 	 10.000000 	 -0.523742 	 1.825529 
3.000000 	 10.000000 	 -0.489943 	 1.725387 
2.000000 	 10.000000 	 -0.439799 	 1.581965 
1.000000 	 10.000000 	 -0.141731 	 1.577843 
0.000000 	 10.000000 	 0.079525 	 1.479386 
-1.000000 	 10.000000 	 0.146228 	 1.658957 
-2.000000 	 10.000000 	 0.292692 	 1.691013 
-3.000000 	 10.000000 	 0.370292 	 1.808191 
-4.000000 	 10.000000 	 0.026087 	 1.802431 
-5.000000 	 10.000000 	 0.003610 	 1.791869 
-6.000000 	 10.000000 	 -0.038219 	 1.573826 
-7.000000 	 10.000000 	 -0.011653 	 1.254592 
-8.000000 	 10.000000 	 -0.009731 	 1.076192 
-9.000000 	 10.000000 	 0.001654 	 1.109889 
-10.000000 	 10.000000 	 -0.515435 	 1.274532 
-11.000000 	 10.000000 	 -4.566461 	 2.895810 
-12.000000 	 10.000000 	 -9.077169 	 2.816192 
-13.000000 	 10.000000 	 -12.205480 	 1.479894 
-14.000000 	 10.000000 	 -12.252726 	 1.604093 
-15.000000 	 10.000000 	 -11.300854 	 2.863761 
-16.000000 	 10.000000 	 -7.636813 	 3.868497 
-17.000000 	 10.000000 	 -3.890379 	 3.214071 
-18.000000 	 10.000000 	 -1.544634 	 2.395959 
-19.000000 	 10.000000 	 0.143288 	 1.097574 
-20.000000 	 10.000000 	 0.371464 	 0.461569 
-21.000000 	 10.000000 	 0.378234 	 0.337088 
-22.000000 	 10.000000 	 0.395112 	 0.341310 
-23.000000 	 10.000000 	 0.376095 	 0.281607 
-24.000000 	 10.000000 	 0.381214 	 0.335514 
-25.000000 	 10.000000 	 0.376355 	 0.301723 
