RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
40.000000 	 50.000000 	 0.385865 	 0.370165 	 -0.606613 	 0.289342 
38.000000 	 50.000000 	 0.295819 	 0.418964 	 -0.575202 	 0.326475 
36.000000 	 50.000000 	 0.346411 	 0.426001 	 -0.603576 	 0.379750 
34.000000 	 50.000000 	 0.242995 	 0.480934 	 -0.574531 	 0.470630 
33.000000 	 50.000000 	 0.243679 	 0.534615 	 -0.615738 	 0.506442 
32.000000 	 50.000000 	 0.314822 	 0.603123 	 -0.652233 	 0.631627 
31.000000 	 50.000000 	 0.384975 	 0.656111 	 -0.641421 	 0.723888 
30.000000 	 50.000000 	 0.454187 	 0.769484 	 -0.603589 	 0.873094 
29.000000 	 50.000000 	 0.647208 	 1.022420 	 -0.618057 	 1.079712 
28.000000 	 50.000000 	 1.162829 	 1.230266 	 -0.503366 	 1.285866 
27.000000 	 50.000000 	 1.617693 	 1.458345 	 -0.367862 	 1.504981 
26.000000 	 50.000000 	 2.737861 	 1.988849 	 -0.252625 	 1.796128 
25.000000 	 50.000000 	 4.031592 	 2.410339 	 -0.091019 	 2.120869 
24.000000 	 50.000000 	 5.493735 	 2.699800 	 0.068693 	 2.350901 
23.000000 	 50.000000 	 7.491162 	 3.174584 	 0.358234 	 2.518031 
22.000000 	 50.000000 	 9.672545 	 3.236190 	 0.705613 	 2.760872 
21.000000 	 50.000000 	 12.251632 	 3.320958 	 1.270378 	 2.792033 
20.000000 	 50.000000 	 14.209305 	 3.082392 	 1.054052 	 2.819781 
19.000000 	 50.000000 	 15.646284 	 2.769639 	 1.428661 	 2.582457 
18.000000 	 50.000000 	 16.232948 	 2.491329 	 1.409670 	 2.262757 
17.000000 	 50.000000 	 16.530161 	 2.379419 	 1.295612 	 1.964595 
16.000000 	 50.000000 	 15.841740 	 2.462616 	 1.025395 	 1.729434 
15.000000 	 50.000000 	 15.147694 	 2.227687 	 0.592638 	 1.495396 
14.000000 	 50.000000 	 14.268492 	 2.058466 	 0.267031 	 1.347952 
13.000000 	 50.000000 	 13.478998 	 1.693108 	 -0.121398 	 1.178379 
12.000000 	 50.000000 	 12.830217 	 1.323403 	 -0.442178 	 1.012311 
11.000000 	 50.000000 	 12.500811 	 1.069839 	 -0.718533 	 0.926734 
10.000000 	 50.000000 	 12.339565 	 0.862452 	 -0.782449 	 0.782117 
9.000000 	 50.000000 	 12.385899 	 0.785482 	 -0.861462 	 0.733298 
8.000000 	 50.000000 	 12.560420 	 0.728719 	 -0.931076 	 0.674071 
7.000000 	 50.000000 	 12.610339 	 0.717415 	 -0.978110 	 0.603578 
6.000000 	 50.000000 	 12.646784 	 0.736641 	 -0.982944 	 0.572894 
5.000000 	 50.000000 	 12.550567 	 0.734342 	 -1.019749 	 0.542831 
4.000000 	 50.000000 	 12.367078 	 0.773779 	 -1.032244 	 0.517946 
3.000000 	 50.000000 	 12.046554 	 0.780966 	 -1.072202 	 0.495429 
2.000000 	 50.000000 	 11.471171 	 0.914010 	 -1.046112 	 0.520461 
1.000000 	 50.000000 	 11.401458 	 0.812959 	 -1.025701 	 0.520542 
0.000000 	 50.000000 	 11.029338 	 0.834133 	 -0.991884 	 0.546528 
-1.000000 	 50.000000 	 10.869258 	 0.828579 	 -0.917826 	 0.572783 
-2.000000 	 50.000000 	 10.751818 	 0.871998 	 -0.817480 	 0.586809 
-3.000000 	 50.000000 	 10.908011 	 0.840965 	 -0.757956 	 0.557600 
-4.000000 	 50.000000 	 11.074946 	 0.871867 	 -0.667903 	 0.549525 
-5.000000 	 50.000000 	 11.464143 	 0.948242 	 -0.647526 	 0.552262 
-6.000000 	 50.000000 	 11.836279 	 0.917470 	 -0.623036 	 0.595318 
-7.000000 	 50.000000 	 12.141236 	 0.876747 	 -0.640046 	 0.612596 
-8.000000 	 50.000000 	 12.324202 	 0.825112 	 -0.629580 	 0.668672 
-9.000000 	 50.000000 	 12.269103 	 0.823956 	 -0.622252 	 0.708209 
-10.000000 	 50.000000 	 12.177272 	 0.817153 	 -0.622968 	 0.756385 
-11.000000 	 50.000000 	 12.003472 	 0.879994 	 -0.617556 	 0.807119 
-12.000000 	 50.000000 	 11.789962 	 0.963975 	 -0.672706 	 0.888047 
-13.000000 	 50.000000 	 11.692438 	 1.029683 	 -0.796354 	 0.958798 
-14.000000 	 50.000000 	 11.675644 	 1.120303 	 -1.044903 	 1.038677 
-15.000000 	 50.000000 	 11.892599 	 1.330185 	 -1.375212 	 1.187115 
-16.000000 	 50.000000 	 12.203665 	 1.569552 	 -1.729887 	 1.278772 
-17.000000 	 50.000000 	 12.741257 	 1.731415 	 -1.986852 	 1.459587 
-18.000000 	 50.000000 	 12.965696 	 1.842798 	 -2.091801 	 1.821342 
-19.000000 	 50.000000 	 12.848704 	 1.884048 	 -2.216095 	 1.983899 
-20.000000 	 50.000000 	 12.108585 	 2.028318 	 -2.158537 	 2.201696 
-21.000000 	 50.000000 	 10.763554 	 2.312217 	 -1.946729 	 2.501110 
-22.000000 	 50.000000 	 9.413392 	 2.417185 	 -1.724400 	 2.589127 
-23.000000 	 50.000000 	 8.011632 	 2.361108 	 -1.219378 	 2.488347 
-24.000000 	 50.000000 	 6.003207 	 2.280249 	 -0.419725 	 2.341853 
-25.000000 	 50.000000 	 4.474790 	 2.054522 	 -0.108472 	 2.030683 
