RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.533745 	 0.315816 	 -0.385504 	 0.169124 
24.000000 	 10.000000 	 0.537270 	 0.368803 	 -0.413303 	 0.163487 
23.000000 	 10.000000 	 0.531844 	 0.369666 	 -0.435980 	 0.168462 
22.000000 	 10.000000 	 0.521251 	 0.386551 	 -0.467043 	 0.194093 
21.000000 	 10.000000 	 0.504755 	 0.397903 	 -0.493224 	 0.235556 
20.000000 	 10.000000 	 0.520269 	 0.475031 	 -0.528726 	 0.368074 
19.000000 	 10.000000 	 0.886010 	 0.890895 	 -0.564839 	 0.786785 
18.000000 	 10.000000 	 4.129493 	 2.432549 	 -0.340153 	 1.720114 
17.000000 	 10.000000 	 9.900558 	 3.194189 	 -0.239370 	 2.263680 
16.000000 	 10.000000 	 17.477463 	 2.380170 	 0.230201 	 1.457271 
15.000000 	 10.000000 	 19.972162 	 1.552809 	 0.061788 	 0.937850 
14.000000 	 10.000000 	 19.612771 	 1.701945 	 -0.036055 	 1.006220 
13.000000 	 10.000000 	 16.076180 	 2.457098 	 -0.166406 	 1.793346 
12.000000 	 10.000000 	 10.752477 	 1.952133 	 -0.015621 	 1.792857 
11.000000 	 10.000000 	 9.406887 	 1.083172 	 0.124423 	 0.956420 
10.000000 	 10.000000 	 9.709692 	 0.938449 	 0.433136 	 0.522931 
9.000000 	 10.000000 	 9.144240 	 1.157640 	 0.360244 	 0.521646 
8.000000 	 10.000000 	 8.466704 	 1.266814 	 -0.012454 	 0.527705 
7.000000 	 10.000000 	 6.392403 	 1.262484 	 -1.100719 	 0.484735 
6.000000 	 10.000000 	 4.005960 	 0.850810 	 -1.361587 	 0.384545 
5.000000 	 10.000000 	 1.875011 	 0.616826 	 -1.201785 	 0.382311 
4.000000 	 10.000000 	 0.126750 	 0.549321 	 -0.939929 	 0.389159 
3.000000 	 10.000000 	 -1.166115 	 0.576823 	 -0.675630 	 0.396758 
2.000000 	 10.000000 	 -2.056124 	 0.499987 	 -0.467727 	 0.375674 
1.000000 	 10.000000 	 -2.590941 	 0.460919 	 -0.338238 	 0.387683 
0.000000 	 10.000000 	 -2.888825 	 0.381678 	 -0.191748 	 0.393373 
-1.000000 	 10.000000 	 -2.915593 	 0.379853 	 -0.040546 	 0.397208 
-2.000000 	 10.000000 	 -2.693111 	 0.446022 	 0.129880 	 0.381176 
-3.000000 	 10.000000 	 -2.167563 	 0.565606 	 0.338275 	 0.390393 
-4.000000 	 10.000000 	 -1.005795 	 0.648708 	 0.631573 	 0.365034 
-5.000000 	 10.000000 	 0.626726 	 0.618215 	 0.863617 	 0.351340 
-6.000000 	 10.000000 	 2.635531 	 0.660805 	 1.033605 	 0.351731 
-7.000000 	 10.000000 	 4.677312 	 0.864555 	 0.986400 	 0.358664 
-8.000000 	 10.000000 	 6.729700 	 1.203672 	 0.544391 	 0.521461 
-9.000000 	 10.000000 	 8.202951 	 1.242879 	 -0.660980 	 0.544747 
-10.000000 	 10.000000 	 8.808592 	 1.154915 	 -1.036182 	 0.495280 
-11.000000 	 10.000000 	 8.992174 	 0.978842 	 -1.034056 	 0.528914 
-12.000000 	 10.000000 	 8.683981 	 1.074455 	 -1.051147 	 0.763276 
-13.000000 	 10.000000 	 9.514906 	 1.782075 	 -0.731717 	 1.653725 
-14.000000 	 10.000000 	 13.538241 	 2.392647 	 -0.684316 	 1.614775 
-15.000000 	 10.000000 	 16.548611 	 1.569797 	 -0.881482 	 0.919413 
-16.000000 	 10.000000 	 16.774221 	 1.446649 	 -1.012606 	 0.904436 
-17.000000 	 10.000000 	 14.951510 	 2.023999 	 -0.996467 	 1.316971 
-18.000000 	 10.000000 	 9.518193 	 2.846303 	 -0.698664 	 2.081677 
-19.000000 	 10.000000 	 3.772582 	 2.055059 	 0.097768 	 1.653532 
-20.000000 	 10.000000 	 0.965890 	 0.934131 	 0.444658 	 0.836022 
-21.000000 	 10.000000 	 0.561500 	 0.479241 	 0.475320 	 0.387164 
-22.000000 	 10.000000 	 0.575639 	 0.397906 	 0.456109 	 0.241671 
-23.000000 	 10.000000 	 0.592746 	 0.373034 	 0.432681 	 0.194828 
-24.000000 	 10.000000 	 0.617295 	 0.366029 	 0.402127 	 0.176877 
-25.000000 	 10.000000 	 0.606574 	 0.358439 	 0.364778 	 0.168505 
