RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
38.000000 	 70.000000 	 0.726549 	 0.561437 	 -0.426545 	 0.494080 
36.000000 	 70.000000 	 0.705294 	 0.685841 	 -0.437033 	 0.639394 
34.000000 	 70.000000 	 0.925306 	 0.845904 	 -0.444355 	 0.883431 
33.000000 	 70.000000 	 1.040924 	 0.933376 	 -0.455211 	 0.973400 
32.000000 	 70.000000 	 1.515827 	 1.230279 	 -0.409821 	 1.184525 
31.000000 	 70.000000 	 1.736402 	 1.356962 	 -0.386123 	 1.309424 
30.000000 	 70.000000 	 2.305463 	 1.581762 	 -0.376025 	 1.478128 
29.000000 	 70.000000 	 3.140807 	 2.019960 	 -0.277243 	 1.764033 
28.000000 	 70.000000 	 4.269244 	 2.289750 	 0.132682 	 2.134215 
27.000000 	 70.000000 	 5.418817 	 2.544917 	 0.355482 	 2.279688 
26.000000 	 70.000000 	 6.619323 	 2.831983 	 0.412034 	 2.442189 
25.000000 	 70.000000 	 7.789916 	 2.842831 	 0.472378 	 2.567008 
24.000000 	 70.000000 	 9.661794 	 3.065475 	 0.903959 	 2.679313 
23.000000 	 70.000000 	 11.035383 	 3.094586 	 0.906702 	 2.729287 
22.000000 	 70.000000 	 12.323469 	 3.029009 	 0.926095 	 2.695642 
21.000000 	 70.000000 	 13.972592 	 2.652531 	 1.170928 	 2.558259 
20.000000 	 70.000000 	 14.954278 	 2.360158 	 1.226726 	 2.348840 
19.000000 	 70.000000 	 15.291323 	 2.222518 	 0.758494 	 2.311555 
18.000000 	 70.000000 	 15.589592 	 1.965774 	 0.680502 	 2.114017 
17.000000 	 70.000000 	 15.537889 	 1.888330 	 0.276158 	 1.942116 
16.000000 	 70.000000 	 15.357035 	 1.841991 	 0.196518 	 1.753953 
15.000000 	 70.000000 	 14.862643 	 1.782218 	 0.041743 	 1.548955 
14.000000 	 70.000000 	 14.269490 	 1.727594 	 -0.151814 	 1.437774 
13.000000 	 70.000000 	 13.788216 	 1.604080 	 -0.218979 	 1.263680 
12.000000 	 70.000000 	 13.064314 	 1.428328 	 -0.218587 	 1.096570 
11.000000 	 70.000000 	 12.822024 	 1.305199 	 -0.234792 	 1.013447 
10.000000 	 70.000000 	 12.718788 	 1.199688 	 -0.328337 	 0.915025 
9.000000 	 70.000000 	 12.809533 	 1.087542 	 -0.388753 	 0.818790 
8.000000 	 70.000000 	 13.006165 	 1.061719 	 -0.426358 	 0.754056 
7.000000 	 70.000000 	 13.120851 	 1.074065 	 -0.535392 	 0.725340 
6.000000 	 70.000000 	 13.229351 	 1.099362 	 -0.609395 	 0.672887 
5.000000 	 70.000000 	 13.268748 	 1.039363 	 -0.652071 	 0.651203 
4.000000 	 70.000000 	 13.246792 	 1.092498 	 -0.748113 	 0.647217 
3.000000 	 70.000000 	 13.070567 	 1.143598 	 -0.769105 	 0.613061 
2.000000 	 70.000000 	 12.892806 	 1.149583 	 -0.790162 	 0.604798 
1.000000 	 70.000000 	 12.604463 	 1.197707 	 -0.848620 	 0.603384 
0.000000 	 70.000000 	 12.375972 	 1.214025 	 -0.862322 	 0.628141 
-1.000000 	 70.000000 	 12.031100 	 1.237351 	 -0.881405 	 0.656102 
-2.000000 	 70.000000 	 11.629250 	 1.189260 	 -0.810212 	 0.610605 
-3.000000 	 70.000000 	 11.710141 	 1.319372 	 -0.838458 	 0.624440 
-4.000000 	 70.000000 	 11.700665 	 1.290697 	 -0.853732 	 0.655833 
-5.000000 	 70.000000 	 11.897857 	 1.282091 	 -0.785494 	 0.665739 
-6.000000 	 70.000000 	 11.704497 	 1.463117 	 -0.745338 	 0.776462 
-7.000000 	 70.000000 	 12.341058 	 1.595013 	 -0.731095 	 0.831892 
-8.000000 	 70.000000 	 12.512167 	 1.492071 	 -0.712330 	 0.901728 
-9.000000 	 70.000000 	 12.567415 	 1.512537 	 -0.763368 	 0.920359 
-10.000000 	 70.000000 	 12.469004 	 1.481646 	 -0.775011 	 1.007046 
-11.000000 	 70.000000 	 12.316479 	 1.498443 	 -0.837876 	 1.147758 
-12.000000 	 70.000000 	 12.175582 	 1.461819 	 -0.875760 	 1.071443 
-13.000000 	 70.000000 	 11.929125 	 1.519282 	 -0.854054 	 1.206093 
-14.000000 	 70.000000 	 11.757101 	 1.675698 	 -0.899981 	 1.365800 
-15.000000 	 70.000000 	 11.738724 	 1.786548 	 -0.769226 	 1.546387 
-16.000000 	 70.000000 	 11.921251 	 1.805233 	 -0.828920 	 1.655499 
-17.000000 	 70.000000 	 11.923590 	 1.858602 	 -0.933519 	 1.793706 
-18.000000 	 70.000000 	 11.785476 	 1.945917 	 -1.152530 	 1.877232 
-19.000000 	 70.000000 	 11.962878 	 1.940347 	 -1.103651 	 2.091076 
-20.000000 	 70.000000 	 11.742458 	 1.959544 	 -1.099055 	 2.206331 
-21.000000 	 70.000000 	 11.456955 	 2.171976 	 -1.122367 	 2.483021 
-22.000000 	 70.000000 	 10.921403 	 2.243758 	 -0.950973 	 2.556982 
-23.000000 	 70.000000 	 9.848924 	 2.396401 	 -0.508165 	 2.475815 
-24.000000 	 70.000000 	 9.166253 	 2.373795 	 -0.575229 	 2.539226 
-25.000000 	 70.000000 	 8.194575 	 2.374235 	 -0.398208 	 2.448066 
-26.000000 	 70.000000 	 7.112592 	 2.353140 	 -0.329639 	 2.424683 
-27.000000 	 70.000000 	 6.336803 	 2.292945 	 -0.283553 	 2.366783 
-28.000000 	 70.000000 	 5.174755 	 2.169889 	 -0.125883 	 2.128242 
-29.000000 	 70.000000 	 4.505944 	 2.101346 	 -0.045009 	 2.056776 
-30.000000 	 70.000000 	 3.312866 	 1.872356 	 0.276083 	 1.725049 
-31.000000 	 70.000000 	 2.905288 	 1.616003 	 0.236680 	 1.670185 
-32.000000 	 70.000000 	 2.221531 	 1.420855 	 0.404890 	 1.520914 
-33.000000 	 70.000000 	 1.793799 	 1.372313 	 0.410775 	 1.310909 
-34.000000 	 70.000000 	 1.525587 	 1.187881 	 0.394776 	 1.216941 
-36.000000 	 70.000000 	 1.023882 	 0.930142 	 0.433971 	 0.938000 
-38.000000 	 70.000000 	 0.759751 	 0.753260 	 0.415135 	 0.730053 
