RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
35.000000 	 40.000000 	 0.487367 	 0.409823 	 -0.368737 	 0.292682 
34.000000 	 40.000000 	 0.456504 	 0.433327 	 -0.371939 	 0.319552 
33.000000 	 40.000000 	 0.496280 	 0.481865 	 -0.400113 	 0.400232 
32.000000 	 40.000000 	 0.513350 	 0.531857 	 -0.429488 	 0.482536 
31.000000 	 40.000000 	 0.588359 	 0.644779 	 -0.470224 	 0.608392 
30.000000 	 40.000000 	 0.721202 	 0.762487 	 -0.456172 	 0.754279 
29.000000 	 40.000000 	 1.026831 	 1.038896 	 -0.516063 	 0.933233 
28.000000 	 40.000000 	 1.580864 	 1.356483 	 -0.412889 	 1.218525 
27.000000 	 40.000000 	 2.278893 	 1.753318 	 -0.167345 	 1.629067 
26.000000 	 40.000000 	 3.731114 	 2.241303 	 0.253700 	 2.080153 
25.000000 	 40.000000 	 4.132836 	 2.326704 	 0.030408 	 2.005640 
24.000000 	 40.000000 	 6.253091 	 2.765998 	 0.502487 	 2.465257 
23.000000 	 40.000000 	 9.105505 	 3.098387 	 1.430298 	 2.845049 
22.000000 	 40.000000 	 10.502148 	 3.215423 	 1.607248 	 2.993791 
21.000000 	 40.000000 	 12.378186 	 3.111489 	 1.973923 	 2.831254 
20.000000 	 40.000000 	 13.574272 	 2.832352 	 2.188359 	 2.617530 
19.000000 	 40.000000 	 14.271993 	 2.407275 	 2.232118 	 2.281214 
18.000000 	 40.000000 	 13.773170 	 2.319297 	 2.200257 	 1.930265 
17.000000 	 40.000000 	 13.042778 	 2.304827 	 1.810042 	 1.751224 
16.000000 	 40.000000 	 11.077833 	 1.950223 	 1.908426 	 1.304931 
15.000000 	 40.000000 	 10.642603 	 1.774184 	 1.338115 	 1.257868 
14.000000 	 40.000000 	 9.283832 	 1.215422 	 1.136362 	 0.966782 
13.000000 	 40.000000 	 8.901976 	 1.193743 	 0.790730 	 0.833446 
12.000000 	 40.000000 	 8.013583 	 1.014230 	 0.466614 	 0.634105 
11.000000 	 40.000000 	 7.226241 	 1.140223 	 0.206840 	 0.566221 
10.000000 	 40.000000 	 6.244744 	 1.276870 	 0.024520 	 0.514386 
9.000000 	 40.000000 	 4.927524 	 1.403116 	 -0.111507 	 0.502416 
8.000000 	 40.000000 	 3.639367 	 1.412308 	 -0.189114 	 0.501747 
7.000000 	 40.000000 	 2.207722 	 1.470153 	 -0.220079 	 0.534620 
6.000000 	 40.000000 	 1.095603 	 1.477273 	 -0.183291 	 0.574730 
5.000000 	 40.000000 	 0.146589 	 1.258822 	 -0.166645 	 0.544896 
4.000000 	 40.000000 	 -0.565207 	 1.200215 	 -0.134881 	 0.559016 
3.000000 	 40.000000 	 -1.250567 	 1.033524 	 -0.126567 	 0.519224 
2.000000 	 40.000000 	 -1.600530 	 0.927986 	 -0.075034 	 0.540307 
1.000000 	 40.000000 	 -2.051497 	 0.822474 	 -0.004683 	 0.524867 
0.000000 	 40.000000 	 -2.047385 	 0.726035 	 0.037552 	 0.473299 
-1.000000 	 40.000000 	 -2.141400 	 0.717203 	 0.075437 	 0.457722 
-2.000000 	 40.000000 	 -1.972507 	 0.803585 	 0.140663 	 0.508377 
-3.000000 	 40.000000 	 -1.568018 	 0.918480 	 0.176329 	 0.516850 
-4.000000 	 40.000000 	 -0.997610 	 1.101923 	 0.213956 	 0.534111 
-5.000000 	 40.000000 	 -0.532682 	 1.208019 	 0.208541 	 0.556724 
-6.000000 	 40.000000 	 0.292049 	 1.440024 	 0.223899 	 0.516802 
-7.000000 	 40.000000 	 1.550711 	 1.499043 	 0.204239 	 0.503589 
-8.000000 	 40.000000 	 2.895197 	 1.516271 	 0.101470 	 0.497574 
-9.000000 	 40.000000 	 4.273189 	 1.399365 	 -0.011053 	 0.469430 
-10.000000 	 40.000000 	 5.707525 	 1.325154 	 -0.130946 	 0.532619 
-11.000000 	 40.000000 	 7.115174 	 1.140058 	 -0.309721 	 0.616747 
-12.000000 	 40.000000 	 8.126162 	 1.107797 	 -0.595204 	 0.752608 
-13.000000 	 40.000000 	 9.100087 	 1.192109 	 -0.920538 	 0.912558 
-14.000000 	 40.000000 	 10.131851 	 1.565418 	 -1.300535 	 1.146718 
-15.000000 	 40.000000 	 11.486916 	 2.090989 	 -1.639682 	 1.386710 
-16.000000 	 40.000000 	 12.856503 	 2.387380 	 -2.009762 	 1.624967 
-17.000000 	 40.000000 	 14.303831 	 2.488697 	 -2.236464 	 1.932633 
-18.000000 	 40.000000 	 15.208061 	 2.412787 	 -2.166312 	 2.272079 
-19.000000 	 40.000000 	 14.711581 	 2.688980 	 -2.164349 	 2.640601 
-20.000000 	 40.000000 	 12.420538 	 3.160712 	 -1.196050 	 2.979218 
-21.000000 	 40.000000 	 10.250384 	 3.340246 	 -0.918235 	 3.086140 
-22.000000 	 40.000000 	 8.431958 	 3.031150 	 -0.647698 	 2.856365 
-23.000000 	 40.000000 	 6.233242 	 2.771544 	 -0.096378 	 2.471402 
-24.000000 	 40.000000 	 4.601997 	 2.440930 	 0.132079 	 2.093861 
-25.000000 	 40.000000 	 3.026889 	 1.926451 	 0.339318 	 1.725492 
-26.000000 	 40.000000 	 1.967607 	 1.505877 	 0.544042 	 1.332175 
