RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
35.000000 	 70.000000 	 0.758600 	 0.704000 	 -0.481103 	 0.699718 
34.000000 	 70.000000 	 0.835399 	 0.844242 	 -0.441499 	 0.806348 
33.000000 	 70.000000 	 0.953918 	 0.932191 	 -0.465395 	 0.910385 
32.000000 	 70.000000 	 1.004038 	 0.990620 	 -0.470162 	 0.991657 
31.000000 	 70.000000 	 1.363789 	 1.246968 	 -0.447478 	 1.156789 
30.000000 	 70.000000 	 1.786892 	 1.377132 	 -0.409407 	 1.298756 
29.000000 	 70.000000 	 2.392227 	 1.751363 	 -0.335222 	 1.587049 
28.000000 	 70.000000 	 3.302192 	 2.070337 	 -0.269291 	 1.794794 
27.000000 	 70.000000 	 4.281260 	 2.311237 	 -0.072010 	 2.111659 
26.000000 	 70.000000 	 5.227226 	 2.559271 	 -0.053124 	 2.162706 
25.000000 	 70.000000 	 6.637287 	 2.789506 	 0.043195 	 2.366504 
24.000000 	 70.000000 	 7.948013 	 2.920061 	 0.269787 	 2.483010 
23.000000 	 70.000000 	 9.416029 	 3.060479 	 0.371652 	 2.684239 
22.000000 	 70.000000 	 10.715664 	 3.066439 	 0.349395 	 2.712138 
21.000000 	 70.000000 	 12.804714 	 3.022750 	 0.932547 	 2.685888 
20.000000 	 70.000000 	 13.754818 	 2.847884 	 0.852264 	 2.646483 
19.000000 	 70.000000 	 14.639200 	 2.604661 	 0.308835 	 2.492464 
18.000000 	 70.000000 	 15.306866 	 2.226786 	 0.752090 	 2.269398 
17.000000 	 70.000000 	 15.469868 	 2.139381 	 0.210026 	 2.134220 
16.000000 	 70.000000 	 15.353819 	 1.941181 	 0.409125 	 1.825756 
15.000000 	 70.000000 	 15.169674 	 1.828596 	 0.112996 	 1.644652 
14.000000 	 70.000000 	 14.732965 	 1.748303 	 -0.100677 	 1.474152 
13.000000 	 70.000000 	 14.331545 	 1.628913 	 -0.371032 	 1.317795 
12.000000 	 70.000000 	 13.617512 	 1.536688 	 -0.399021 	 1.217257 
11.000000 	 70.000000 	 13.136035 	 1.371244 	 -0.359367 	 1.040993 
10.000000 	 70.000000 	 12.925603 	 1.242536 	 -0.433561 	 0.996263 
