RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.308869 	 0.474846 
24.000000 	 2.000000 	 0.358403 	 0.452032 
23.000000 	 2.000000 	 0.357682 	 0.444341 
22.000000 	 2.000000 	 0.351530 	 0.428883 
21.000000 	 2.000000 	 0.362280 	 0.419825 
20.000000 	 2.000000 	 0.406119 	 0.428538 
19.000000 	 2.000000 	 0.646701 	 0.928972 
18.000000 	 2.000000 	 6.897283 	 2.779106 
17.000000 	 2.000000 	 8.804668 	 1.365700 
16.000000 	 2.000000 	 8.680023 	 1.037753 
15.000000 	 2.000000 	 8.040500 	 1.190455 
14.000000 	 2.000000 	 6.168110 	 1.919577 
13.000000 	 2.000000 	 1.482791 	 1.944638 
12.000000 	 2.000000 	 0.407602 	 1.139119 
11.000000 	 2.000000 	 0.371043 	 1.142743 
10.000000 	 2.000000 	 0.395408 	 1.146886 
9.000000 	 2.000000 	 0.358864 	 1.083904 
8.000000 	 2.000000 	 0.316385 	 0.940750 
7.000000 	 2.000000 	 0.135610 	 0.685678 
6.000000 	 2.000000 	 0.101699 	 0.515980 
5.000000 	 2.000000 	 0.135788 	 0.483088 
4.000000 	 2.000000 	 0.108950 	 0.475032 
3.000000 	 2.000000 	 0.069703 	 0.429653 
2.000000 	 2.000000 	 0.055693 	 0.429316 
1.000000 	 2.000000 	 0.046501 	 0.441461 
0.000000 	 2.000000 	 0.048785 	 0.421725 
-1.000000 	 2.000000 	 0.036357 	 0.433489 
-2.000000 	 2.000000 	 0.039467 	 0.444319 
-3.000000 	 2.000000 	 -0.004959 	 0.470543 
-4.000000 	 2.000000 	 -0.015143 	 0.488364 
-5.000000 	 2.000000 	 0.018533 	 0.520514 
-6.000000 	 2.000000 	 0.042608 	 0.606857 
-7.000000 	 2.000000 	 0.153868 	 0.875551 
-8.000000 	 2.000000 	 0.123989 	 1.034393 
-9.000000 	 2.000000 	 0.137186 	 1.130950 
-10.000000 	 2.000000 	 0.074520 	 1.092835 
-11.000000 	 2.000000 	 -0.056684 	 1.110233 
-12.000000 	 2.000000 	 -3.420636 	 2.649182 
-13.000000 	 2.000000 	 -6.357494 	 1.350892 
-14.000000 	 2.000000 	 -7.225080 	 1.126473 
-15.000000 	 2.000000 	 -7.864764 	 1.194584 
-16.000000 	 2.000000 	 -8.026168 	 1.542327 
-17.000000 	 2.000000 	 -3.312999 	 2.597409 
-18.000000 	 2.000000 	 -0.079996 	 0.496347 
-19.000000 	 2.000000 	 -0.025476 	 0.405019 
-20.000000 	 2.000000 	 -0.041670 	 0.387176 
-21.000000 	 2.000000 	 -0.026277 	 0.403921 
-22.000000 	 2.000000 	 -0.015636 	 0.390099 
-23.000000 	 2.000000 	 0.014384 	 0.412141 
-24.000000 	 2.000000 	 0.026530 	 0.412167 
-25.000000 	 2.000000 	 0.044392 	 0.399861 
