RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 -0.023247 	 0.357646 
24.000000 	 10.000000 	 0.009081 	 0.363353 
23.000000 	 10.000000 	 -0.015029 	 0.364009 
22.000000 	 10.000000 	 0.012292 	 0.381706 
21.000000 	 10.000000 	 0.056608 	 0.662938 
20.000000 	 10.000000 	 0.904690 	 1.538217 
19.000000 	 10.000000 	 3.189440 	 2.885890 
18.000000 	 10.000000 	 6.659114 	 2.598477 
17.000000 	 10.000000 	 7.996667 	 1.537127 
16.000000 	 10.000000 	 7.903477 	 1.081253 
15.000000 	 10.000000 	 6.927726 	 1.451375 
14.000000 	 10.000000 	 4.771801 	 2.271643 
13.000000 	 10.000000 	 1.621556 	 1.723360 
12.000000 	 10.000000 	 0.329456 	 1.068642 
11.000000 	 10.000000 	 0.289205 	 0.952999 
10.000000 	 10.000000 	 0.259309 	 0.885913 
9.000000 	 10.000000 	 0.235367 	 0.821064 
8.000000 	 10.000000 	 0.156661 	 0.744813 
7.000000 	 10.000000 	 0.114444 	 0.620781 
6.000000 	 10.000000 	 0.072358 	 0.543218 
5.000000 	 10.000000 	 0.114381 	 0.523152 
4.000000 	 10.000000 	 0.090553 	 0.483431 
3.000000 	 10.000000 	 0.058815 	 0.467553 
2.000000 	 10.000000 	 -0.025651 	 0.472581 
1.000000 	 10.000000 	 -0.136384 	 0.463292 
0.000000 	 10.000000 	 -0.191240 	 0.480693 
-1.000000 	 10.000000 	 -0.185530 	 0.444721 
-2.000000 	 10.000000 	 -0.140310 	 0.440369 
-3.000000 	 10.000000 	 -0.072327 	 0.459531 
-4.000000 	 10.000000 	 -0.053019 	 0.493633 
-5.000000 	 10.000000 	 -0.046483 	 0.514953 
-6.000000 	 10.000000 	 -0.016950 	 0.536563 
-7.000000 	 10.000000 	 0.022490 	 0.610364 
-8.000000 	 10.000000 	 0.043181 	 0.731049 
-9.000000 	 10.000000 	 0.053363 	 0.759967 
-10.000000 	 10.000000 	 0.029053 	 0.874766 
-11.000000 	 10.000000 	 -0.033061 	 0.963041 
-12.000000 	 10.000000 	 -1.471451 	 1.801708 
-13.000000 	 10.000000 	 -4.648587 	 2.496600 
-14.000000 	 10.000000 	 -7.122926 	 1.497395 
-15.000000 	 10.000000 	 -8.022761 	 1.038076 
-16.000000 	 10.000000 	 -7.904142 	 1.513689 
-17.000000 	 10.000000 	 -5.843353 	 2.978713 
-18.000000 	 10.000000 	 -2.402141 	 2.805363 
-19.000000 	 10.000000 	 -0.104405 	 1.268630 
-20.000000 	 10.000000 	 0.291624 	 0.469258 
-21.000000 	 10.000000 	 0.429116 	 0.336520 
-22.000000 	 10.000000 	 0.391480 	 0.320862 
-23.000000 	 10.000000 	 0.358221 	 0.288154 
-24.000000 	 10.000000 	 0.367065 	 0.303906 
-25.000000 	 10.000000 	 0.346521 	 0.292599 
