RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 2.000000 	 0.230457 	 0.392763 	 -0.604716 	 0.212222 
24.000000 	 2.000000 	 0.254335 	 0.373896 	 -0.624254 	 0.208954 
23.000000 	 2.000000 	 0.384025 	 0.376219 	 -0.699362 	 0.210766 
22.000000 	 2.000000 	 0.468148 	 0.363122 	 -0.716169 	 0.208877 
21.000000 	 2.000000 	 0.511323 	 0.369958 	 -0.798596 	 0.204396 
20.000000 	 2.000000 	 0.539410 	 0.387038 	 -0.894654 	 0.237904 
19.000000 	 2.000000 	 0.544409 	 0.531761 	 -0.941233 	 0.492169 
18.000000 	 2.000000 	 7.815974 	 3.441773 	 1.129580 	 1.978988 
17.000000 	 2.000000 	 17.331810 	 2.179076 	 1.608061 	 1.615177 
16.000000 	 2.000000 	 18.061853 	 1.632016 	 1.458887 	 1.646268 
15.000000 	 2.000000 	 18.400134 	 1.443137 	 1.692554 	 1.456383 
14.000000 	 2.000000 	 17.714689 	 1.738957 	 1.689314 	 1.253525 
13.000000 	 2.000000 	 6.337068 	 3.406344 	 0.554820 	 2.275640 
12.000000 	 2.000000 	 8.847668 	 1.280593 	 2.014986 	 0.710339 
11.000000 	 2.000000 	 10.121981 	 0.954496 	 2.146103 	 0.566410 
10.000000 	 2.000000 	 10.281225 	 0.990130 	 2.106484 	 0.591436 
9.000000 	 2.000000 	 9.322087 	 1.514492 	 1.955056 	 0.682174 
8.000000 	 2.000000 	 7.590018 	 1.975565 	 1.471962 	 0.740748 
7.000000 	 2.000000 	 4.403392 	 1.907577 	 0.721945 	 0.673643 
6.000000 	 2.000000 	 0.593503 	 0.544237 	 0.783904 	 0.399488 
5.000000 	 2.000000 	 -0.646741 	 0.675181 	 0.900587 	 0.301979 
4.000000 	 2.000000 	 -1.326440 	 0.705688 	 0.837793 	 0.319835 
3.000000 	 2.000000 	 -1.733860 	 0.639611 	 0.666076 	 0.331256 
2.000000 	 2.000000 	 -1.982385 	 0.605114 	 0.480329 	 0.345639 
1.000000 	 2.000000 	 -2.025318 	 0.570624 	 0.222815 	 0.326819 
0.000000 	 2.000000 	 -2.054243 	 0.559640 	 -0.007370 	 0.330401 
-1.000000 	 2.000000 	 -2.046464 	 0.561468 	 -0.284140 	 0.364080 
-2.000000 	 2.000000 	 -1.844396 	 0.621332 	 -0.487912 	 0.335687 
-3.000000 	 2.000000 	 -1.626422 	 0.664859 	 -0.664173 	 0.344257 
-4.000000 	 2.000000 	 -1.306740 	 0.691471 	 -0.796794 	 0.344555 
-5.000000 	 2.000000 	 -0.588938 	 0.665513 	 -0.883606 	 0.326380 
-6.000000 	 2.000000 	 0.750822 	 0.572090 	 -0.837760 	 0.412025 
-7.000000 	 2.000000 	 4.434203 	 1.956594 	 -1.013935 	 0.595722 
-8.000000 	 2.000000 	 7.245305 	 2.008704 	 -1.925699 	 0.638236 
-9.000000 	 2.000000 	 8.907524 	 1.378911 	 -2.561765 	 0.591846 
-10.000000 	 2.000000 	 9.469063 	 0.923370 	 -2.754608 	 0.538066 
-11.000000 	 2.000000 	 8.845221 	 1.090601 	 -2.753111 	 0.561163 
-12.000000 	 2.000000 	 3.583439 	 2.014775 	 -1.826646 	 1.533410 
-13.000000 	 2.000000 	 13.283560 	 2.817782 	 -0.012229 	 1.273853 
-14.000000 	 2.000000 	 17.863100 	 1.340571 	 -0.799509 	 0.915361 
-15.000000 	 2.000000 	 18.504670 	 1.188483 	 -1.019547 	 1.107604 
-16.000000 	 2.000000 	 18.517016 	 1.404323 	 -1.094470 	 1.308567 
-17.000000 	 2.000000 	 15.664596 	 3.350690 	 -0.716932 	 1.764346 
-18.000000 	 2.000000 	 1.010576 	 0.852723 	 0.970270 	 0.968791 
-19.000000 	 2.000000 	 1.216295 	 0.402935 	 0.915981 	 0.249948 
-20.000000 	 2.000000 	 1.261627 	 0.412893 	 0.759818 	 0.200353 
-21.000000 	 2.000000 	 1.287808 	 0.439306 	 0.629830 	 0.207837 
-22.000000 	 2.000000 	 1.287093 	 0.400773 	 0.585425 	 0.197532 
-23.000000 	 2.000000 	 1.268335 	 0.385284 	 0.529238 	 0.198919 
-24.000000 	 2.000000 	 1.223598 	 0.372076 	 0.469079 	 0.196419 
-25.000000 	 2.000000 	 1.134551 	 0.378257 	 0.409196 	 0.192874 
