RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 2.000000 	 0.120980 	 0.344727 	 -0.426132 	 0.222246 
24.000000 	 2.000000 	 0.199805 	 0.392368 	 -0.411690 	 0.221440 
23.000000 	 2.000000 	 0.274043 	 0.407786 	 -0.451968 	 0.205191 
22.000000 	 2.000000 	 0.233928 	 0.374588 	 -0.475422 	 0.212357 
21.000000 	 2.000000 	 0.295611 	 0.381651 	 -0.515026 	 0.203119 
20.000000 	 2.000000 	 0.155211 	 0.421332 	 -0.600099 	 0.209050 
19.000000 	 2.000000 	 0.349147 	 0.476698 	 -0.653006 	 0.327466 
18.000000 	 2.000000 	 3.416847 	 2.558375 	 -0.027569 	 1.526474 
17.000000 	 2.000000 	 17.243024 	 2.535413 	 -0.326055 	 1.153228 
16.000000 	 2.000000 	 20.616847 	 1.846971 	 -0.538232 	 0.929949 
15.000000 	 2.000000 	 21.647323 	 1.488157 	 -0.710379 	 0.841541 
14.000000 	 2.000000 	 20.069042 	 1.914305 	 -0.849080 	 1.022567 
13.000000 	 2.000000 	 11.280142 	 4.232441 	 -0.552429 	 2.406562 
12.000000 	 2.000000 	 7.282756 	 1.600310 	 1.293844 	 0.764938 
11.000000 	 2.000000 	 9.275031 	 1.144188 	 1.236523 	 0.624854 
10.000000 	 2.000000 	 9.958157 	 0.915773 	 1.149134 	 0.589008 
9.000000 	 2.000000 	 9.733305 	 1.167768 	 1.106427 	 0.629721 
8.000000 	 2.000000 	 8.294393 	 1.742433 	 0.947242 	 0.686003 
7.000000 	 2.000000 	 5.659797 	 1.731105 	 0.474681 	 0.593716 
6.000000 	 2.000000 	 1.722929 	 0.533415 	 0.631848 	 0.384009 
5.000000 	 2.000000 	 0.003994 	 0.462701 	 0.828616 	 0.247596 
4.000000 	 2.000000 	 -1.401009 	 0.504497 	 0.861562 	 0.229870 
3.000000 	 2.000000 	 -2.420881 	 0.514901 	 0.777352 	 0.237150 
2.000000 	 2.000000 	 -3.078696 	 0.507372 	 0.596307 	 0.238204 
1.000000 	 2.000000 	 -3.484341 	 0.482986 	 0.368243 	 0.244208 
0.000000 	 2.000000 	 -3.693173 	 0.471928 	 0.101091 	 0.263606 
-1.000000 	 2.000000 	 -3.729486 	 0.446898 	 -0.177453 	 0.252776 
-2.000000 	 2.000000 	 -3.526607 	 0.489214 	 -0.462266 	 0.267051 
-3.000000 	 2.000000 	 -2.979429 	 0.545407 	 -0.684111 	 0.258444 
-4.000000 	 2.000000 	 -1.953953 	 0.571207 	 -0.831605 	 0.258796 
-5.000000 	 2.000000 	 -0.412096 	 0.518585 	 -0.875651 	 0.263200 
-6.000000 	 2.000000 	 1.709120 	 0.509486 	 -0.717257 	 0.383367 
-7.000000 	 2.000000 	 5.823694 	 1.832708 	 -0.816152 	 0.612728 
-8.000000 	 2.000000 	 8.428016 	 1.825253 	 -1.466968 	 0.679129 
-9.000000 	 2.000000 	 9.747575 	 1.215003 	 -1.747917 	 0.625975 
-10.000000 	 2.000000 	 9.849037 	 0.954555 	 -1.821039 	 0.606758 
-11.000000 	 2.000000 	 8.735483 	 1.229144 	 -1.785804 	 0.658450 
-12.000000 	 2.000000 	 3.372416 	 2.016602 	 -0.856027 	 1.803050 
-13.000000 	 2.000000 	 13.756872 	 2.393837 	 0.279781 	 1.082597 
-14.000000 	 2.000000 	 16.663189 	 1.441234 	 -0.098375 	 0.760592 
-15.000000 	 2.000000 	 16.891056 	 1.353932 	 -0.309731 	 0.740765 
-16.000000 	 2.000000 	 15.443211 	 1.811421 	 -0.382001 	 0.904680 
-17.000000 	 2.000000 	 10.130412 	 3.112839 	 -0.305556 	 1.140411 
-18.000000 	 2.000000 	 0.610908 	 0.595863 	 0.599633 	 0.553108 
-19.000000 	 2.000000 	 0.722761 	 0.398811 	 0.596064 	 0.223124 
-20.000000 	 2.000000 	 0.739712 	 0.441884 	 0.432517 	 0.244098 
-21.000000 	 2.000000 	 0.807082 	 0.399451 	 0.477760 	 0.210216 
-22.000000 	 2.000000 	 0.793418 	 0.371668 	 0.385886 	 0.231728 
-23.000000 	 2.000000 	 0.828598 	 0.381464 	 0.352028 	 0.216177 
-24.000000 	 2.000000 	 0.942413 	 0.407473 	 0.336899 	 0.209447 
-25.000000 	 2.000000 	 0.986382 	 0.395826 	 0.326243 	 0.207915 
