RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.322041 	 0.409391 
24.000000 	 2.000000 	 0.318827 	 0.408457 
23.000000 	 2.000000 	 0.345281 	 0.409480 
22.000000 	 2.000000 	 0.333327 	 0.396879 
21.000000 	 2.000000 	 0.378556 	 0.401373 
20.000000 	 2.000000 	 0.413473 	 0.402511 
19.000000 	 2.000000 	 0.573973 	 0.880255 
18.000000 	 2.000000 	 6.567498 	 2.962375 
17.000000 	 2.000000 	 8.776366 	 1.383407 
16.000000 	 2.000000 	 8.689426 	 1.087762 
15.000000 	 2.000000 	 8.064640 	 1.121470 
14.000000 	 2.000000 	 6.177629 	 1.800462 
13.000000 	 2.000000 	 2.035390 	 2.229723 
12.000000 	 2.000000 	 0.359157 	 1.107697 
11.000000 	 2.000000 	 0.364871 	 1.149807 
10.000000 	 2.000000 	 0.377086 	 1.154683 
9.000000 	 2.000000 	 0.321921 	 1.108376 
8.000000 	 2.000000 	 0.272221 	 0.920919 
7.000000 	 2.000000 	 0.113723 	 0.679436 
6.000000 	 2.000000 	 0.060330 	 0.482647 
5.000000 	 2.000000 	 0.101650 	 0.458697 
4.000000 	 2.000000 	 0.132684 	 0.447631 
3.000000 	 2.000000 	 0.156690 	 0.406213 
2.000000 	 2.000000 	 0.130178 	 0.425061 
1.000000 	 2.000000 	 0.081625 	 0.420881 
0.000000 	 2.000000 	 0.026478 	 0.426801 
-1.000000 	 2.000000 	 0.007252 	 0.420803 
-2.000000 	 2.000000 	 0.010905 	 0.421789 
-3.000000 	 2.000000 	 0.010972 	 0.441312 
-4.000000 	 2.000000 	 -0.020266 	 0.434212 
-5.000000 	 2.000000 	 -0.049724 	 0.477656 
-6.000000 	 2.000000 	 -0.010344 	 0.572270 
-7.000000 	 2.000000 	 0.134526 	 0.819914 
-8.000000 	 2.000000 	 0.135790 	 1.030241 
-9.000000 	 2.000000 	 0.116321 	 1.123279 
-10.000000 	 2.000000 	 0.075873 	 1.096092 
-11.000000 	 2.000000 	 -0.003019 	 1.068658 
-12.000000 	 2.000000 	 -2.257358 	 2.362898 
-13.000000 	 2.000000 	 -6.283642 	 1.408330 
-14.000000 	 2.000000 	 -7.156151 	 1.121454 
-15.000000 	 2.000000 	 -7.731029 	 1.172056 
-16.000000 	 2.000000 	 -8.060149 	 1.482724 
-17.000000 	 2.000000 	 -3.240882 	 2.752506 
-18.000000 	 2.000000 	 0.070790 	 0.457531 
-19.000000 	 2.000000 	 0.077231 	 0.372554 
-20.000000 	 2.000000 	 0.067300 	 0.399400 
-21.000000 	 2.000000 	 0.025679 	 0.392834 
-22.000000 	 2.000000 	 0.075009 	 0.387154 
-23.000000 	 2.000000 	 0.130827 	 0.391735 
-24.000000 	 2.000000 	 0.111127 	 0.387499 
-25.000000 	 2.000000 	 0.178425 	 0.383729 
