RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
40.000000 	 50.000000 	 0.281850 	 0.351672 	 -0.434640 	 0.237893 
38.000000 	 50.000000 	 0.252152 	 0.348096 	 -0.460850 	 0.260550 
36.000000 	 50.000000 	 0.219538 	 0.352794 	 -0.447393 	 0.273647 
34.000000 	 50.000000 	 0.227517 	 0.394962 	 -0.515139 	 0.329388 
33.000000 	 50.000000 	 0.219117 	 0.419994 	 -0.466014 	 0.370991 
32.000000 	 50.000000 	 0.203357 	 0.462600 	 -0.527022 	 0.409382 
31.000000 	 50.000000 	 0.236139 	 0.498526 	 -0.523195 	 0.489125 
30.000000 	 50.000000 	 0.272987 	 0.563283 	 -0.512171 	 0.603144 
29.000000 	 50.000000 	 0.361528 	 0.586137 	 -0.487993 	 0.657550 
28.000000 	 50.000000 	 0.515638 	 0.767458 	 -0.523017 	 0.782441 
27.000000 	 50.000000 	 0.735416 	 0.945507 	 -0.479277 	 0.988432 
26.000000 	 50.000000 	 1.213131 	 1.229531 	 -0.412418 	 1.157992 
25.000000 	 50.000000 	 1.817247 	 1.561623 	 -0.376044 	 1.371606 
24.000000 	 50.000000 	 2.957161 	 1.898724 	 -0.300440 	 1.693591 
23.000000 	 50.000000 	 4.358703 	 2.385806 	 -0.234671 	 1.944816 
22.000000 	 50.000000 	 5.795552 	 2.622412 	 -0.119000 	 2.143618 
21.000000 	 50.000000 	 7.902175 	 3.063937 	 0.201090 	 2.413560 
20.000000 	 50.000000 	 10.626026 	 3.255399 	 0.711324 	 2.668486 
19.000000 	 50.000000 	 12.558663 	 3.091044 	 0.760654 	 2.608671 
18.000000 	 50.000000 	 15.384098 	 2.747876 	 1.261331 	 2.478536 
17.000000 	 50.000000 	 16.185743 	 2.634522 	 1.048212 	 2.305938 
16.000000 	 50.000000 	 16.587764 	 2.500654 	 0.841940 	 2.168444 
