RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
40.000000 	 70.000000 	 0.403314 	 0.477182 
38.000000 	 70.000000 	 0.518006 	 0.599958 
36.000000 	 70.000000 	 0.494009 	 0.815203 
34.000000 	 70.000000 	 0.623039 	 1.164261 
33.000000 	 70.000000 	 0.576475 	 1.354149 
32.000000 	 70.000000 	 0.505596 	 1.448875 
31.000000 	 70.000000 	 0.508462 	 1.635765 
30.000000 	 70.000000 	 0.513221 	 1.819723 
29.000000 	 70.000000 	 0.605372 	 2.094551 
28.000000 	 70.000000 	 0.542152 	 2.257804 
27.000000 	 70.000000 	 0.274724 	 2.340862 
26.000000 	 70.000000 	 0.388919 	 2.371378 
25.000000 	 70.000000 	 0.480492 	 2.422238 
24.000000 	 70.000000 	 0.338807 	 2.407242 
23.000000 	 70.000000 	 0.318085 	 2.371465 
22.000000 	 70.000000 	 0.365144 	 2.166468 
21.000000 	 70.000000 	 0.449021 	 2.210127 
20.000000 	 70.000000 	 0.489727 	 1.939074 
19.000000 	 70.000000 	 0.537443 	 1.719811 
18.000000 	 70.000000 	 0.596485 	 1.654659 
17.000000 	 70.000000 	 0.561378 	 1.517857 
16.000000 	 70.000000 	 0.642080 	 1.527607 
15.000000 	 70.000000 	 0.539482 	 1.321516 
14.000000 	 70.000000 	 0.555466 	 1.311325 
13.000000 	 70.000000 	 0.489604 	 1.210972 
12.000000 	 70.000000 	 0.506674 	 1.203639 
11.000000 	 70.000000 	 0.440613 	 1.171661 
10.000000 	 70.000000 	 0.380358 	 1.040503 
9.000000 	 70.000000 	 0.401110 	 1.081972 
8.000000 	 70.000000 	 0.411657 	 1.049881 
7.000000 	 70.000000 	 0.383084 	 0.965336 
6.000000 	 70.000000 	 0.334701 	 0.917111 
5.000000 	 70.000000 	 0.378166 	 0.900118 
4.000000 	 70.000000 	 0.363274 	 0.861946 
3.000000 	 70.000000 	 0.371898 	 0.843020 
2.000000 	 70.000000 	 0.319423 	 0.828827 
1.000000 	 70.000000 	 0.217801 	 0.830917 
0.000000 	 70.000000 	 0.194120 	 0.846716 
-1.000000 	 70.000000 	 0.162432 	 0.843812 
-2.000000 	 70.000000 	 0.192565 	 0.855683 
-3.000000 	 70.000000 	 0.164060 	 0.807162 
-4.000000 	 70.000000 	 0.184394 	 0.853204 
-5.000000 	 70.000000 	 0.223608 	 0.862418 
-6.000000 	 70.000000 	 0.278319 	 0.874282 
-7.000000 	 70.000000 	 0.293212 	 0.928508 
-8.000000 	 70.000000 	 0.284989 	 0.903476 
-9.000000 	 70.000000 	 0.268495 	 0.938996 
-10.000000 	 70.000000 	 0.208312 	 0.977389 
-11.000000 	 70.000000 	 0.221449 	 1.006306 
-12.000000 	 70.000000 	 0.266377 	 1.047529 
-13.000000 	 70.000000 	 0.184934 	 1.054850 
-14.000000 	 70.000000 	 0.155537 	 1.113971 
-15.000000 	 70.000000 	 0.187190 	 1.189099 
-16.000000 	 70.000000 	 0.085704 	 1.295108 
-17.000000 	 70.000000 	 0.054154 	 1.385129 
-18.000000 	 70.000000 	 0.008004 	 1.473496 
-19.000000 	 70.000000 	 0.056173 	 1.541736 
-20.000000 	 70.000000 	 -0.076300 	 1.680230 
-21.000000 	 70.000000 	 -0.103505 	 1.755137 
-22.000000 	 70.000000 	 -0.076385 	 1.849953 
-23.000000 	 70.000000 	 -0.254053 	 1.964896 
-24.000000 	 70.000000 	 0.013222 	 2.096890 
-25.000000 	 70.000000 	 -0.107138 	 2.018769 
-26.000000 	 70.000000 	 -0.153315 	 1.997871 
-27.000000 	 70.000000 	 -0.079786 	 1.969122 
-28.000000 	 70.000000 	 0.052050 	 1.816328 
-29.000000 	 70.000000 	 0.040558 	 1.759641 
-30.000000 	 70.000000 	 0.210792 	 1.547199 
-31.000000 	 70.000000 	 0.290969 	 1.385485 
-32.000000 	 70.000000 	 0.111906 	 1.359600 
-33.000000 	 70.000000 	 0.113237 	 1.152337 
-34.000000 	 70.000000 	 0.179904 	 1.004391 
-36.000000 	 70.000000 	 0.239126 	 0.714412 
-38.000000 	 70.000000 	 0.020888 	 0.610352 
-40.000000 	 70.000000 	 -0.022423 	 0.529321 
