RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
30.000000 	 50.000000 	 1.173294 	 0.864851 	 -1.095369 	 0.896074 
29.000000 	 50.000000 	 1.408126 	 1.120884 	 -1.184189 	 1.146520 
28.000000 	 50.000000 	 1.655846 	 1.316558 	 -1.252907 	 1.169005 
27.000000 	 50.000000 	 2.195203 	 1.643135 	 -1.258555 	 1.497366 
26.000000 	 50.000000 	 2.339003 	 1.731222 	 -1.411113 	 1.538424 
25.000000 	 50.000000 	 2.854175 	 2.021151 	 -1.437474 	 1.692510 
24.000000 	 50.000000 	 3.424919 	 2.335347 	 -1.450570 	 2.227949 
23.000000 	 50.000000 	 4.078947 	 2.526495 	 -1.376216 	 2.290829 
22.000000 	 50.000000 	 5.582522 	 3.031315 	 -1.485639 	 2.519431 
21.000000 	 50.000000 	 6.600503 	 3.183571 	 -1.341002 	 2.927346 
20.000000 	 50.000000 	 8.628115 	 3.238175 	 -0.050927 	 3.161189 
19.000000 	 50.000000 	 10.440078 	 3.025526 	 0.881486 	 3.038928 
18.000000 	 50.000000 	 10.556456 	 2.952899 	 0.789318 	 3.126292 
17.000000 	 50.000000 	 10.769778 	 2.782894 	 0.813291 	 2.901502 
16.000000 	 50.000000 	 10.990197 	 2.612714 	 0.982093 	 2.761091 
15.000000 	 50.000000 	 10.934377 	 2.409956 	 1.154985 	 2.319331 
14.000000 	 50.000000 	 9.867221 	 2.574353 	 1.387809 	 2.184209 
13.000000 	 50.000000 	 9.422396 	 2.257192 	 1.249376 	 1.771416 
12.000000 	 50.000000 	 9.017362 	 2.084614 	 0.981963 	 1.572285 
11.000000 	 50.000000 	 7.768993 	 1.985995 	 0.877293 	 1.452275 
10.000000 	 50.000000 	 6.625990 	 1.779997 	 0.854201 	 1.221558 
9.000000 	 50.000000 	 5.938908 	 1.657830 	 0.679819 	 1.135504 
8.000000 	 50.000000 	 5.320445 	 1.609621 	 0.634686 	 1.095550 
7.000000 	 50.000000 	 3.685570 	 1.623788 	 0.490898 	 1.045146 
6.000000 	 50.000000 	 3.464819 	 1.591670 	 0.488624 	 1.049330 
5.000000 	 50.000000 	 3.407412 	 1.564194 	 0.383459 	 1.044412 
4.000000 	 50.000000 	 2.498145 	 1.434634 	 0.299485 	 0.967879 
3.000000 	 50.000000 	 2.621381 	 1.623677 	 0.238460 	 1.024894 
2.000000 	 50.000000 	 2.081670 	 1.407024 	 0.129822 	 1.013239 
1.000000 	 50.000000 	 1.289779 	 1.508550 	 -0.000609 	 1.046887 
0.000000 	 50.000000 	 2.251216 	 1.240641 	 -0.148977 	 0.998115 
-1.000000 	 50.000000 	 1.809542 	 1.384119 	 -0.161478 	 1.008696 
-2.000000 	 50.000000 	 1.894555 	 1.340383 	 -0.332081 	 1.025590 
-3.000000 	 50.000000 	 2.719956 	 1.511114 	 -0.384026 	 0.978452 
-4.000000 	 50.000000 	 2.433879 	 1.565146 	 -0.522366 	 1.042743 
-5.000000 	 50.000000 	 3.798858 	 1.647100 	 -0.684523 	 1.247713 
-6.000000 	 50.000000 	 4.541368 	 1.856736 	 -0.829597 	 1.189676 
-7.000000 	 50.000000 	 5.180499 	 2.006362 	 -0.950388 	 1.346280 
-8.000000 	 50.000000 	 6.421045 	 2.161714 	 -1.059677 	 1.473796 
-9.000000 	 50.000000 	 6.737770 	 2.420255 	 -1.218181 	 1.588324 
-10.000000 	 50.000000 	 8.905241 	 2.438754 	 -1.406071 	 1.845984 
-11.000000 	 50.000000 	 11.395022 	 2.317464 	 -0.921603 	 2.474988 
-12.000000 	 50.000000 	 11.678675 	 2.427725 	 -1.082652 	 2.637446 
-13.000000 	 50.000000 	 11.929552 	 2.326892 	 -1.099333 	 2.836583 
-14.000000 	 50.000000 	 11.582477 	 2.766015 	 -0.517491 	 3.031265 
-15.000000 	 50.000000 	 10.859535 	 2.919425 	 -0.711963 	 3.074828 
-16.000000 	 50.000000 	 10.517173 	 3.217374 	 -0.828687 	 3.037201 
-17.000000 	 50.000000 	 10.103757 	 3.289491 	 -0.397352 	 3.218478 
-18.000000 	 50.000000 	 9.815080 	 3.254840 	 -0.593689 	 3.152081 
-19.000000 	 50.000000 	 8.698431 	 3.333571 	 -0.764430 	 3.076363 
-20.000000 	 50.000000 	 7.673367 	 3.197896 	 -0.244930 	 3.108010 
-21.000000 	 50.000000 	 6.566877 	 3.152771 	 -0.112691 	 2.719697 
-22.000000 	 50.000000 	 5.206708 	 2.897139 	 -0.037578 	 2.798429 
-23.000000 	 50.000000 	 4.335692 	 2.600282 	 0.599724 	 2.389786 
-24.000000 	 50.000000 	 3.254492 	 2.134639 	 0.340100 	 2.165636 
-25.000000 	 50.000000 	 2.570673 	 1.892026 	 0.794643 	 1.606608 
-26.000000 	 50.000000 	 2.079409 	 1.675028 	 0.796316 	 1.538999 
-27.000000 	 50.000000 	 1.442007 	 1.384593 	 0.858849 	 1.233369 
-28.000000 	 50.000000 	 1.083424 	 1.038983 	 0.711073 	 1.366734 
-29.000000 	 50.000000 	 0.926590 	 0.815792 	 0.819147 	 0.879351 
-30.000000 	 50.000000 	 0.784466 	 0.695319 	 0.662147 	 0.863244 
