RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 0.112144 	 0.331655 
24.000000 	 10.000000 	 0.083537 	 0.363680 
23.000000 	 10.000000 	 0.019165 	 0.386924 
22.000000 	 10.000000 	 0.000483 	 0.366644 
21.000000 	 10.000000 	 0.029221 	 0.453972 
20.000000 	 10.000000 	 -0.042347 	 1.042760 
19.000000 	 10.000000 	 0.097221 	 2.318906 
18.000000 	 10.000000 	 0.358872 	 2.962572 
17.000000 	 10.000000 	 0.864183 	 2.088163 
16.000000 	 10.000000 	 0.868954 	 1.696908 
15.000000 	 10.000000 	 0.969848 	 1.723999 
14.000000 	 10.000000 	 0.688925 	 2.337856 
13.000000 	 10.000000 	 0.383894 	 1.743709 
12.000000 	 10.000000 	 0.296982 	 1.069839 
11.000000 	 10.000000 	 0.286017 	 0.984072 
10.000000 	 10.000000 	 0.258411 	 0.917218 
9.000000 	 10.000000 	 0.218226 	 0.861175 
8.000000 	 10.000000 	 0.154015 	 0.761702 
7.000000 	 10.000000 	 0.043899 	 0.629562 
6.000000 	 10.000000 	 -0.007599 	 0.514883 
5.000000 	 10.000000 	 -0.074699 	 0.520558 
4.000000 	 10.000000 	 0.043463 	 0.498282 
3.000000 	 10.000000 	 0.021477 	 0.516410 
2.000000 	 10.000000 	 0.068649 	 0.511066 
1.000000 	 10.000000 	 -0.008947 	 0.521418 
0.000000 	 10.000000 	 -0.046400 	 0.504442 
-1.000000 	 10.000000 	 -0.102361 	 0.462603 
-2.000000 	 10.000000 	 -0.135687 	 0.448932 
-3.000000 	 10.000000 	 -0.110141 	 0.468230 
-4.000000 	 10.000000 	 -0.112030 	 0.494740 
-5.000000 	 10.000000 	 -0.075937 	 0.496692 
-6.000000 	 10.000000 	 -0.029061 	 0.548984 
-7.000000 	 10.000000 	 0.050298 	 0.687216 
-8.000000 	 10.000000 	 0.040365 	 0.735164 
-9.000000 	 10.000000 	 0.050160 	 0.877467 
-10.000000 	 10.000000 	 0.050423 	 0.901942 
-11.000000 	 10.000000 	 -0.019420 	 1.005376 
-12.000000 	 10.000000 	 -0.210095 	 1.709103 
-13.000000 	 10.000000 	 -0.276821 	 1.928608 
-14.000000 	 10.000000 	 -0.306397 	 1.999236 
-15.000000 	 10.000000 	 -0.326633 	 1.850681 
-16.000000 	 10.000000 	 -0.273060 	 1.942154 
-17.000000 	 10.000000 	 -0.216557 	 2.369201 
-18.000000 	 10.000000 	 0.282138 	 1.486165 
-19.000000 	 10.000000 	 0.498103 	 0.579485 
-20.000000 	 10.000000 	 0.514162 	 0.320098 
-21.000000 	 10.000000 	 0.500560 	 0.313956 
-22.000000 	 10.000000 	 0.444295 	 0.294033 
-23.000000 	 10.000000 	 0.477884 	 0.291294 
-24.000000 	 10.000000 	 0.518530 	 0.306785 
-25.000000 	 10.000000 	 0.506344 	 0.283230 
