RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.285873 	 0.367534 
24.000000 	 2.000000 	 0.285703 	 0.364734 
23.000000 	 2.000000 	 0.276612 	 0.370620 
22.000000 	 2.000000 	 0.296264 	 0.359823 
21.000000 	 2.000000 	 0.314877 	 0.360938 
20.000000 	 2.000000 	 0.352479 	 0.451116 
19.000000 	 2.000000 	 1.260355 	 1.614588 
18.000000 	 2.000000 	 9.053139 	 3.795628 
17.000000 	 2.000000 	 13.264082 	 1.471747 
16.000000 	 2.000000 	 13.460073 	 1.228819 
15.000000 	 2.000000 	 12.835653 	 1.373491 
14.000000 	 2.000000 	 8.246296 	 3.270147 
13.000000 	 2.000000 	 0.948697 	 1.541367 
12.000000 	 2.000000 	 0.470753 	 1.104018 
11.000000 	 2.000000 	 0.477797 	 1.129587 
10.000000 	 2.000000 	 0.417350 	 1.169464 
9.000000 	 2.000000 	 0.388323 	 1.066806 
8.000000 	 2.000000 	 0.322512 	 0.898595 
7.000000 	 2.000000 	 0.122535 	 0.720461 
6.000000 	 2.000000 	 0.194419 	 0.581924 
5.000000 	 2.000000 	 0.116125 	 0.555435 
4.000000 	 2.000000 	 0.071359 	 0.531241 
3.000000 	 2.000000 	 0.080907 	 0.492306 
2.000000 	 2.000000 	 0.063254 	 0.499536 
1.000000 	 2.000000 	 0.085702 	 0.489337 
0.000000 	 2.000000 	 0.019078 	 0.500196 
-1.000000 	 2.000000 	 0.019999 	 0.505823 
-2.000000 	 2.000000 	 0.014614 	 0.523715 
-3.000000 	 2.000000 	 -0.000204 	 0.550015 
-4.000000 	 2.000000 	 -0.012824 	 0.584360 
-5.000000 	 2.000000 	 -0.058592 	 0.624867 
-6.000000 	 2.000000 	 -0.045229 	 0.660261 
-7.000000 	 2.000000 	 0.131756 	 0.859570 
-8.000000 	 2.000000 	 0.175834 	 1.015066 
-9.000000 	 2.000000 	 0.186338 	 1.116692 
-10.000000 	 2.000000 	 0.147597 	 1.051882 
-11.000000 	 2.000000 	 0.073703 	 1.043477 
-12.000000 	 2.000000 	 -1.606612 	 2.049405 
-13.000000 	 2.000000 	 -7.946884 	 3.112621 
-14.000000 	 2.000000 	 -11.988502 	 1.133277 
-15.000000 	 2.000000 	 -12.399116 	 1.127655 
-16.000000 	 2.000000 	 -12.293906 	 1.453819 
-17.000000 	 2.000000 	 -7.092816 	 4.028969 
-18.000000 	 2.000000 	 0.053363 	 0.732707 
-19.000000 	 2.000000 	 0.168680 	 0.425872 
-20.000000 	 2.000000 	 0.167835 	 0.391958 
-21.000000 	 2.000000 	 0.222359 	 0.394641 
-22.000000 	 2.000000 	 0.247793 	 0.390999 
-23.000000 	 2.000000 	 0.229736 	 0.384046 
-24.000000 	 2.000000 	 0.251656 	 0.379251 
-25.000000 	 2.000000 	 0.211336 	 0.380205 
