RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
-22.000000 	 30.000000 	 4.598005 	 2.567819 	 0.370009 	 2.156267 
-23.000000 	 30.000000 	 2.971204 	 1.995698 	 0.431649 	 1.717987 
-24.000000 	 30.000000 	 1.654553 	 1.446628 	 0.662169 	 1.261155 
-25.000000 	 30.000000 	 0.887088 	 0.986682 	 0.668433 	 0.895516 
-26.000000 	 30.000000 	 0.561197 	 0.689263 	 0.637836 	 0.645969 
-27.000000 	 30.000000 	 0.469316 	 0.555112 	 0.579078 	 0.488227 
-28.000000 	 30.000000 	 0.468427 	 0.472527 	 0.558843 	 0.356229 
-29.000000 	 30.000000 	 0.446016 	 0.427471 	 0.535278 	 0.292864 
-30.000000 	 30.000000 	 0.451278 	 0.409631 	 0.527812 	 0.245635 
-31.000000 	 30.000000 	 0.447820 	 0.395293 	 0.509721 	 0.220027 
-32.000000 	 30.000000 	 0.449137 	 0.394199 	 0.494790 	 0.209693 
-33.000000 	 30.000000 	 0.449933 	 0.379372 	 0.481181 	 0.191972 
-34.000000 	 30.000000 	 0.441018 	 0.390879 	 0.483828 	 0.190308 
-35.000000 	 30.000000 	 0.429183 	 0.377538 	 0.458498 	 0.183447 
