RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 10.000000 	 0.121752 	 0.395541 
24.000000 	 10.000000 	 0.130609 	 0.420959 
23.000000 	 10.000000 	 0.154949 	 0.567253 
22.000000 	 10.000000 	 0.429484 	 1.042461 
21.000000 	 10.000000 	 1.758753 	 2.167452 
20.000000 	 10.000000 	 4.528192 	 3.559978 
19.000000 	 10.000000 	 8.855079 	 3.698849 
18.000000 	 10.000000 	 11.750600 	 2.062053 
17.000000 	 10.000000 	 11.410714 	 1.628576 
16.000000 	 10.000000 	 8.864178 	 2.681546 
15.000000 	 10.000000 	 5.272963 	 3.067947 
14.000000 	 10.000000 	 1.316792 	 1.939719 
13.000000 	 10.000000 	 0.138711 	 1.076769 
12.000000 	 10.000000 	 0.184256 	 0.950749 
11.000000 	 10.000000 	 0.187246 	 0.867670 
10.000000 	 10.000000 	 0.163420 	 0.852242 
9.000000 	 10.000000 	 0.142160 	 0.883706 
8.000000 	 10.000000 	 0.123170 	 0.930470 
7.000000 	 10.000000 	 0.063547 	 1.007151 
6.000000 	 10.000000 	 0.043167 	 0.895773 
5.000000 	 10.000000 	 -0.000907 	 0.804824 
4.000000 	 10.000000 	 0.005953 	 0.680658 
3.000000 	 10.000000 	 -0.071118 	 0.638209 
2.000000 	 10.000000 	 -0.085526 	 0.567251 
1.000000 	 10.000000 	 -0.035497 	 0.582641 
0.000000 	 10.000000 	 0.039813 	 0.561593 
-1.000000 	 10.000000 	 -0.019673 	 0.581106 
-2.000000 	 10.000000 	 -0.000434 	 0.622347 
-3.000000 	 10.000000 	 -0.003042 	 0.616406 
-4.000000 	 10.000000 	 0.038980 	 0.716189 
-5.000000 	 10.000000 	 -0.050360 	 0.919770 
-6.000000 	 10.000000 	 -0.073784 	 0.962336 
-7.000000 	 10.000000 	 -0.015921 	 0.941398 
-8.000000 	 10.000000 	 -0.015822 	 0.825964 
-9.000000 	 10.000000 	 0.025783 	 0.779891 
-10.000000 	 10.000000 	 0.049142 	 0.800468 
-11.000000 	 10.000000 	 0.051065 	 0.862245 
-12.000000 	 10.000000 	 -0.019454 	 1.015990 
-13.000000 	 10.000000 	 -1.163671 	 1.766045 
-14.000000 	 10.000000 	 -6.221991 	 3.036747 
-15.000000 	 10.000000 	 -9.725892 	 1.883924 
-16.000000 	 10.000000 	 -10.860412 	 1.412164 
-17.000000 	 10.000000 	 -10.484482 	 2.383467 
-18.000000 	 10.000000 	 -6.984975 	 3.640681 
-19.000000 	 10.000000 	 -3.569549 	 3.382321 
-20.000000 	 10.000000 	 -0.762903 	 1.943360 
-21.000000 	 10.000000 	 0.351982 	 0.666669 
-22.000000 	 10.000000 	 0.431487 	 0.384301 
-23.000000 	 10.000000 	 0.429201 	 0.337566 
-24.000000 	 10.000000 	 0.428748 	 0.334535 
-25.000000 	 10.000000 	 0.435230 	 0.302460 
