RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.445314 	 0.378735 	 -0.455102 	 0.177516 
24.000000 	 10.000000 	 0.468615 	 0.364775 	 -0.496063 	 0.180955 
23.000000 	 10.000000 	 0.466733 	 0.357987 	 -0.534655 	 0.195031 
22.000000 	 10.000000 	 0.488779 	 0.401944 	 -0.572654 	 0.224962 
21.000000 	 10.000000 	 0.540644 	 0.437101 	 -0.594345 	 0.310908 
20.000000 	 10.000000 	 0.544622 	 0.617090 	 -0.654724 	 0.562475 
19.000000 	 10.000000 	 1.547674 	 1.352186 	 -0.642403 	 1.204774 
18.000000 	 10.000000 	 4.918150 	 2.741940 	 -0.376703 	 2.144514 
17.000000 	 10.000000 	 10.893211 	 3.717359 	 0.252475 	 2.682656 
16.000000 	 10.000000 	 16.295966 	 2.231742 	 0.744537 	 1.671361 
15.000000 	 10.000000 	 17.830671 	 1.298122 	 0.942925 	 1.178999 
14.000000 	 10.000000 	 17.447089 	 1.556995 	 0.790094 	 1.254760 
13.000000 	 10.000000 	 13.400332 	 2.687265 	 0.616582 	 2.092958 
12.000000 	 10.000000 	 9.880771 	 1.753510 	 0.497815 	 1.877317 
11.000000 	 10.000000 	 9.792938 	 1.010461 	 1.007931 	 0.750844 
10.000000 	 10.000000 	 9.658780 	 1.042346 	 1.083529 	 0.569388 
9.000000 	 10.000000 	 8.958866 	 1.300155 	 0.974797 	 0.550474 
8.000000 	 10.000000 	 7.666190 	 1.496625 	 0.641093 	 0.548996 
7.000000 	 10.000000 	 4.068679 	 1.502038 	 0.295697 	 0.460968 
6.000000 	 10.000000 	 0.987211 	 0.739530 	 0.309352 	 0.340134 
5.000000 	 10.000000 	 -0.946727 	 0.786069 	 0.301491 	 0.297531 
4.000000 	 10.000000 	 -2.201061 	 0.812815 	 0.288006 	 0.294880 
3.000000 	 10.000000 	 -2.992263 	 0.720112 	 0.263491 	 0.288971 
2.000000 	 10.000000 	 -3.426745 	 0.640267 	 0.232770 	 0.292481 
1.000000 	 10.000000 	 -3.602021 	 0.613919 	 0.192588 	 0.299278 
0.000000 	 10.000000 	 -3.748434 	 0.533368 	 0.134448 	 0.282193 
-1.000000 	 10.000000 	 -3.738752 	 0.533187 	 0.087955 	 0.303523 
-2.000000 	 10.000000 	 -3.494412 	 0.618595 	 -0.001380 	 0.311729 
-3.000000 	 10.000000 	 -3.311729 	 0.680561 	 -0.057653 	 0.286513 
-4.000000 	 10.000000 	 -2.832028 	 0.784448 	 -0.095705 	 0.298333 
-5.000000 	 10.000000 	 -2.180629 	 0.772548 	 -0.156016 	 0.297239 
-6.000000 	 10.000000 	 -0.807363 	 0.858314 	 -0.220722 	 0.328025 
-7.000000 	 10.000000 	 1.182124 	 0.854156 	 -0.353861 	 0.366164 
-8.000000 	 10.000000 	 3.957935 	 1.420788 	 -0.585570 	 0.408766 
-9.000000 	 10.000000 	 7.273999 	 1.489114 	 -1.138898 	 0.500677 
-10.000000 	 10.000000 	 8.164440 	 1.433734 	 -1.528731 	 0.545361 
-11.000000 	 10.000000 	 8.786491 	 1.091465 	 -1.605107 	 0.526696 
-12.000000 	 10.000000 	 8.794020 	 0.974817 	 -1.478443 	 0.695747 
-13.000000 	 10.000000 	 8.816397 	 1.564176 	 -1.570255 	 1.406735 
-14.000000 	 10.000000 	 12.605464 	 2.782211 	 -1.224287 	 2.009421 
-15.000000 	 10.000000 	 16.912761 	 1.809418 	 -1.784664 	 1.296480 
-16.000000 	 10.000000 	 18.127870 	 1.310711 	 -1.980371 	 1.115621 
-17.000000 	 10.000000 	 17.972518 	 1.806704 	 -1.966005 	 1.443731 
-18.000000 	 10.000000 	 14.169339 	 3.285114 	 -1.658858 	 2.555462 
-19.000000 	 10.000000 	 7.398084 	 3.222043 	 -0.495546 	 2.752230 
-20.000000 	 10.000000 	 2.616301 	 1.984855 	 0.240277 	 1.781217 
-21.000000 	 10.000000 	 0.694553 	 0.672044 	 0.639984 	 0.690771 
-22.000000 	 10.000000 	 0.605982 	 0.437690 	 0.596257 	 0.347493 
-23.000000 	 10.000000 	 0.618122 	 0.384483 	 0.566255 	 0.226499 
-24.000000 	 10.000000 	 0.630318 	 0.381655 	 0.534444 	 0.180551 
-25.000000 	 10.000000 	 0.648405 	 0.377908 	 0.522380 	 0.163045 
