RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
35.000000 	 40.000000 	 0.406890 	 0.392050 
34.000000 	 40.000000 	 0.424726 	 0.408525 
33.000000 	 40.000000 	 0.422922 	 0.426505 
32.000000 	 40.000000 	 0.534712 	 0.536385 
31.000000 	 40.000000 	 0.649533 	 0.758547 
30.000000 	 40.000000 	 0.738744 	 0.979890 
29.000000 	 40.000000 	 1.040606 	 1.383329 
28.000000 	 40.000000 	 1.249963 	 1.677350 
27.000000 	 40.000000 	 1.589930 	 2.124838 
26.000000 	 40.000000 	 2.150092 	 2.477869 
25.000000 	 40.000000 	 2.631364 	 2.731772 
24.000000 	 40.000000 	 3.023423 	 2.846283 
23.000000 	 40.000000 	 3.523435 	 2.923464 
22.000000 	 40.000000 	 3.983032 	 2.701140 
21.000000 	 40.000000 	 4.226478 	 2.378583 
20.000000 	 40.000000 	 4.347905 	 2.210001 
19.000000 	 40.000000 	 4.049775 	 2.203352 
18.000000 	 40.000000 	 3.268101 	 2.022406 
17.000000 	 40.000000 	 2.485365 	 1.862310 
16.000000 	 40.000000 	 1.792597 	 1.676875 
15.000000 	 40.000000 	 1.033775 	 1.337610 
14.000000 	 40.000000 	 0.610499 	 1.125893 
13.000000 	 40.000000 	 0.274497 	 0.846042 
12.000000 	 40.000000 	 0.201421 	 0.855588 
11.000000 	 40.000000 	 0.120745 	 0.930398 
10.000000 	 40.000000 	 0.121715 	 0.907414 
9.000000 	 40.000000 	 0.056463 	 0.983094 
8.000000 	 40.000000 	 0.058057 	 0.988948 
7.000000 	 40.000000 	 -0.120757 	 0.946009 
6.000000 	 40.000000 	 -0.078394 	 0.845193 
5.000000 	 40.000000 	 -0.099240 	 0.803914 
4.000000 	 40.000000 	 -0.092144 	 0.703477 
3.000000 	 40.000000 	 -0.089875 	 0.694318 
2.000000 	 40.000000 	 -0.109256 	 0.634696 
1.000000 	 40.000000 	 -0.093933 	 0.570892 
0.000000 	 40.000000 	 -0.054797 	 0.586625 
-1.000000 	 40.000000 	 -0.118251 	 0.591328 
-2.000000 	 40.000000 	 -0.086654 	 0.657517 
-3.000000 	 40.000000 	 -0.072681 	 0.726829 
-4.000000 	 40.000000 	 -0.060643 	 0.797230 
-5.000000 	 40.000000 	 -0.063790 	 0.841261 
-6.000000 	 40.000000 	 -0.050025 	 0.900099 
-7.000000 	 40.000000 	 0.051630 	 1.045490 
-8.000000 	 40.000000 	 0.044852 	 1.015188 
-9.000000 	 40.000000 	 0.022744 	 1.035800 
-10.000000 	 40.000000 	 -0.011518 	 1.001271 
-11.000000 	 40.000000 	 -0.085179 	 0.986579 
-12.000000 	 40.000000 	 -0.316873 	 1.109992 
-13.000000 	 40.000000 	 -0.809323 	 1.398327 
-14.000000 	 40.000000 	 -1.689172 	 1.806240 
-15.000000 	 40.000000 	 -2.526731 	 2.051038 
-16.000000 	 40.000000 	 -3.194196 	 2.167188 
-17.000000 	 40.000000 	 -3.847524 	 2.166270 
-18.000000 	 40.000000 	 -4.126067 	 2.173403 
-19.000000 	 40.000000 	 -3.628631 	 2.670336 
-20.000000 	 40.000000 	 -3.132242 	 2.928444 
-21.000000 	 40.000000 	 -2.682190 	 3.013892 
-22.000000 	 40.000000 	 -2.172481 	 2.736375 
-23.000000 	 40.000000 	 -1.637446 	 2.507250 
-24.000000 	 40.000000 	 -0.896100 	 2.056098 
-25.000000 	 40.000000 	 -0.453046 	 1.678764 
-26.000000 	 40.000000 	 -0.038829 	 1.200666 
-27.000000 	 40.000000 	 0.153806 	 0.873264 
-28.000000 	 40.000000 	 0.348123 	 0.578409 
-29.000000 	 40.000000 	 0.415925 	 0.505204 
-30.000000 	 40.000000 	 0.446365 	 0.414569 
-31.000000 	 40.000000 	 0.337557 	 0.370739 
-32.000000 	 40.000000 	 0.364987 	 0.376456 
-33.000000 	 40.000000 	 0.376333 	 0.378778 
-34.000000 	 40.000000 	 0.395056 	 0.374419 
-35.000000 	 40.000000 	 0.337535 	 0.356491 
