RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
35.000000 	 30.000000 	 0.238825 	 0.658480 
34.000000 	 30.000000 	 0.266772 	 0.859224 
33.000000 	 30.000000 	 0.488899 	 1.078016 
32.000000 	 30.000000 	 0.727412 	 1.431825 
31.000000 	 30.000000 	 1.096526 	 1.891332 
30.000000 	 30.000000 	 1.880495 	 2.399168 
29.000000 	 30.000000 	 2.494628 	 2.915262 
28.000000 	 30.000000 	 3.356543 	 3.271812 
27.000000 	 30.000000 	 4.241525 	 3.404695 
26.000000 	 30.000000 	 5.174504 	 3.258417 
25.000000 	 30.000000 	 5.754385 	 3.014009 
24.000000 	 30.000000 	 6.022049 	 2.703826 
23.000000 	 30.000000 	 5.819486 	 2.628203 
22.000000 	 30.000000 	 5.341027 	 2.643170 
21.000000 	 30.000000 	 4.096897 	 2.592723 
20.000000 	 30.000000 	 2.891683 	 2.232523 
19.000000 	 30.000000 	 1.816355 	 1.811599 
18.000000 	 30.000000 	 0.867339 	 1.317399 
17.000000 	 30.000000 	 0.537894 	 1.101936 
16.000000 	 30.000000 	 0.316672 	 0.998993 
15.000000 	 30.000000 	 0.305874 	 1.026182 
14.000000 	 30.000000 	 0.218754 	 1.066656 
13.000000 	 30.000000 	 0.196292 	 1.103060 
12.000000 	 30.000000 	 0.149582 	 1.458676 
11.000000 	 30.000000 	 0.140781 	 1.383564 
10.000000 	 30.000000 	 0.085197 	 1.446721 
9.000000 	 30.000000 	 0.132762 	 1.471319 
8.000000 	 30.000000 	 0.112139 	 1.395138 
7.000000 	 30.000000 	 0.085702 	 1.388421 
6.000000 	 30.000000 	 -0.030774 	 1.294248 
5.000000 	 30.000000 	 0.005854 	 1.256337 
4.000000 	 30.000000 	 0.057174 	 1.180996 
3.000000 	 30.000000 	 0.015405 	 1.212701 
2.000000 	 30.000000 	 0.000952 	 1.100298 
1.000000 	 30.000000 	 -0.025851 	 1.117633 
0.000000 	 30.000000 	 -0.022111 	 1.204769 
-1.000000 	 30.000000 	 -0.071022 	 0.983872 
-2.000000 	 30.000000 	 -0.021611 	 1.163389 
-3.000000 	 30.000000 	 -0.030631 	 1.264299 
-4.000000 	 30.000000 	 -0.012051 	 1.224160 
-5.000000 	 30.000000 	 0.028882 	 1.235761 
-6.000000 	 30.000000 	 0.065071 	 1.367555 
-7.000000 	 30.000000 	 -0.159531 	 1.151300 
-8.000000 	 30.000000 	 -0.040375 	 1.471515 
-9.000000 	 30.000000 	 -0.065422 	 1.415275 
-10.000000 	 30.000000 	 -0.004490 	 1.352242 
-11.000000 	 30.000000 	 0.077836 	 1.281873 
-12.000000 	 30.000000 	 0.038753 	 1.139764 
-13.000000 	 30.000000 	 0.119087 	 1.018869 
-14.000000 	 30.000000 	 0.035495 	 0.961360 
-15.000000 	 30.000000 	 -0.068081 	 0.970100 
-16.000000 	 30.000000 	 -0.593788 	 1.298092 
-17.000000 	 30.000000 	 -1.329161 	 1.720039 
-18.000000 	 30.000000 	 -2.411674 	 2.105342 
-19.000000 	 30.000000 	 -3.581671 	 2.415326 
-20.000000 	 30.000000 	 -4.668031 	 2.590697 
-21.000000 	 30.000000 	 -5.623471 	 2.605413 
-22.000000 	 30.000000 	 -5.865781 	 2.716783 
-23.000000 	 30.000000 	 -5.560616 	 3.083871 
-24.000000 	 30.000000 	 -4.926907 	 3.390957 
-25.000000 	 30.000000 	 -3.889865 	 3.484483 
-26.000000 	 30.000000 	 -3.076851 	 3.477141 
-27.000000 	 30.000000 	 -1.672228 	 2.838509 
-28.000000 	 30.000000 	 -0.861488 	 2.269620 
-29.000000 	 30.000000 	 -0.369299 	 1.671217 
-30.000000 	 30.000000 	 -0.016491 	 1.240990 
-31.000000 	 30.000000 	 0.296673 	 0.868395 
-32.000000 	 30.000000 	 0.383262 	 0.655675 
-33.000000 	 30.000000 	 0.280699 	 0.604386 
-34.000000 	 30.000000 	 0.346121 	 0.555119 
-35.000000 	 30.000000 	 0.382088 	 0.550082 
