RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
35.000000 	 30.000000 	 0.397052 	 0.702267 	 -0.804548 	 0.617875 
34.000000 	 30.000000 	 0.420690 	 0.826395 	 -0.827363 	 0.749576 
33.000000 	 30.000000 	 0.624001 	 0.980623 	 -0.806988 	 0.974322 
32.000000 	 30.000000 	 0.840470 	 1.197773 	 -0.747953 	 1.213298 
31.000000 	 30.000000 	 1.458845 	 1.578029 	 -0.480305 	 1.651121 
30.000000 	 30.000000 	 2.471509 	 2.029754 	 -0.231980 	 2.067794 
29.000000 	 30.000000 	 3.777672 	 2.513419 	 0.364500 	 2.639072 
28.000000 	 30.000000 	 5.416223 	 2.944139 	 1.081782 	 3.098084 
27.000000 	 30.000000 	 7.431611 	 3.220623 	 1.883977 	 3.583906 
26.000000 	 30.000000 	 9.563455 	 3.281989 	 2.549256 	 3.662698 
25.000000 	 30.000000 	 12.030051 	 3.478755 	 3.652688 	 3.770893 
24.000000 	 30.000000 	 13.860161 	 3.183336 	 4.758343 	 3.353786 
23.000000 	 30.000000 	 14.566055 	 2.982950 	 5.331603 	 2.607344 
22.000000 	 30.000000 	 14.138188 	 2.903306 	 4.815396 	 2.237973 
21.000000 	 30.000000 	 13.129369 	 2.760578 	 4.264351 	 1.842611 
20.000000 	 30.000000 	 11.674320 	 2.273065 	 3.479142 	 1.577692 
19.000000 	 30.000000 	 10.472903 	 1.673309 	 2.841028 	 1.335260 
18.000000 	 30.000000 	 9.776149 	 1.327488 	 2.275803 	 1.131891 
17.000000 	 30.000000 	 9.280788 	 1.261575 	 1.887501 	 0.966226 
16.000000 	 30.000000 	 8.801813 	 1.246339 	 1.538645 	 0.880403 
15.000000 	 30.000000 	 8.232648 	 1.322186 	 1.407664 	 0.813827 
14.000000 	 30.000000 	 7.605094 	 1.479132 	 1.216698 	 0.754334 
13.000000 	 30.000000 	 6.664776 	 1.621533 	 1.034003 	 0.745406 
12.000000 	 30.000000 	 5.496578 	 1.845057 	 0.805469 	 0.742124 
11.000000 	 30.000000 	 4.200786 	 1.963881 	 0.569284 	 0.832649 
10.000000 	 30.000000 	 2.961339 	 1.959894 	 0.430084 	 0.946784 
