RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
40.000000 	 50.000000 	 0.337646 	 0.411383 	 -0.632647 	 0.336001 
38.000000 	 50.000000 	 0.288489 	 0.437811 	 -0.641690 	 0.355489 
36.000000 	 50.000000 	 0.272248 	 0.461294 	 -0.662831 	 0.406769 
34.000000 	 50.000000 	 0.233219 	 0.537500 	 -0.640128 	 0.492458 
33.000000 	 50.000000 	 0.292794 	 0.635728 	 -0.659900 	 0.632679 
32.000000 	 50.000000 	 0.304515 	 0.669037 	 -0.652215 	 0.711934 
31.000000 	 50.000000 	 0.370543 	 0.815216 	 -0.614175 	 0.833253 
30.000000 	 50.000000 	 0.590160 	 0.917645 	 -0.640473 	 0.949616 
29.000000 	 50.000000 	 0.716925 	 1.085021 	 -0.548739 	 1.103402 
28.000000 	 50.000000 	 1.235629 	 1.267577 	 -0.595630 	 1.384805 
27.000000 	 50.000000 	 1.994909 	 1.615574 	 -0.400154 	 1.650812 
26.000000 	 50.000000 	 2.953074 	 2.004348 	 -0.270764 	 1.812023 
25.000000 	 50.000000 	 4.515370 	 2.499704 	 -0.059477 	 2.161412 
24.000000 	 50.000000 	 6.005921 	 2.779205 	 0.071643 	 2.412337 
23.000000 	 50.000000 	 7.901142 	 2.998405 	 0.298184 	 2.602653 
22.000000 	 50.000000 	 10.509420 	 3.231189 	 0.785362 	 2.730992 
21.000000 	 50.000000 	 12.011751 	 3.197941 	 0.621765 	 2.816830 
20.000000 	 50.000000 	 14.192292 	 3.051737 	 0.946593 	 2.841804 
19.000000 	 50.000000 	 15.313160 	 2.827898 	 0.713495 	 2.647938 
18.000000 	 50.000000 	 16.482441 	 2.466238 	 1.018344 	 2.318332 
17.000000 	 50.000000 	 15.845263 	 2.413941 	 1.389798 	 1.762775 
16.000000 	 50.000000 	 15.783303 	 2.260482 	 0.887277 	 1.701481 
15.000000 	 50.000000 	 14.554905 	 2.151115 	 0.673071 	 1.464109 
14.000000 	 50.000000 	 13.671628 	 1.792073 	 0.337644 	 1.250603 
13.000000 	 50.000000 	 13.001959 	 1.469009 	 -0.047390 	 1.107003 
12.000000 	 50.000000 	 12.681550 	 1.161046 	 -0.431931 	 0.978811 
11.000000 	 50.000000 	 12.672268 	 1.029906 	 -0.676241 	 0.926057 
10.000000 	 50.000000 	 12.562412 	 0.950291 	 -0.779803 	 0.852729 
9.000000 	 50.000000 	 12.781184 	 0.848706 	 -0.836810 	 0.799185 
8.000000 	 50.000000 	 12.939034 	 0.782707 	 -0.870782 	 0.737057 
7.000000 	 50.000000 	 13.044283 	 0.780024 	 -0.954264 	 0.688411 
6.000000 	 50.000000 	 13.103221 	 0.821174 	 -0.969765 	 0.650269 
5.000000 	 50.000000 	 12.987997 	 0.858959 	 -0.986292 	 0.621108 
4.000000 	 50.000000 	 12.785853 	 0.887626 	 -1.030085 	 0.635023 
3.000000 	 50.000000 	 12.488630 	 0.882823 	 -1.027956 	 0.605999 
2.000000 	 50.000000 	 12.120189 	 0.907731 	 -1.054863 	 0.601517 
1.000000 	 50.000000 	 11.722155 	 0.912889 	 -1.008022 	 0.642059 
0.000000 	 50.000000 	 11.466436 	 0.916045 	 -0.914181 	 0.644679 
-1.000000 	 50.000000 	 11.292809 	 0.907110 	 -0.852181 	 0.671714 
-2.000000 	 50.000000 	 11.216597 	 0.884309 	 -0.791991 	 0.645599 
-3.000000 	 50.000000 	 11.378398 	 0.942749 	 -0.726330 	 0.641476 
-4.000000 	 50.000000 	 11.698269 	 0.985236 	 -0.636856 	 0.601619 
-5.000000 	 50.000000 	 12.053198 	 1.033671 	 -0.633666 	 0.612739 
-6.000000 	 50.000000 	 12.400254 	 0.964434 	 -0.634788 	 0.617397 
-7.000000 	 50.000000 	 12.661123 	 0.927241 	 -0.638433 	 0.673858 
-8.000000 	 50.000000 	 12.794363 	 0.913281 	 -0.642737 	 0.718411 
-9.000000 	 50.000000 	 12.740131 	 0.867280 	 -0.630295 	 0.761289 
-10.000000 	 50.000000 	 12.512308 	 0.944028 	 -0.623260 	 0.821410 
-11.000000 	 50.000000 	 12.271628 	 0.943248 	 -0.642133 	 0.826452 
-12.000000 	 50.000000 	 12.070912 	 0.978063 	 -0.636871 	 0.913619 
-13.000000 	 50.000000 	 11.935664 	 1.049759 	 -0.755805 	 0.982344 
-14.000000 	 50.000000 	 11.996752 	 1.201840 	 -0.954730 	 1.013470 
-15.000000 	 50.000000 	 12.315917 	 1.446236 	 -1.146720 	 1.180157 
-16.000000 	 50.000000 	 12.446255 	 1.592455 	 -1.535389 	 1.336403 
-17.000000 	 50.000000 	 13.056555 	 1.730075 	 -1.666640 	 1.591100 
-18.000000 	 50.000000 	 13.167247 	 1.764983 	 -1.846644 	 1.782127 
