RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
35.000000 	 30.000000 	 0.236919 	 0.449470 
34.000000 	 30.000000 	 0.211178 	 0.473871 
33.000000 	 30.000000 	 0.181022 	 0.442582 
32.000000 	 30.000000 	 0.253301 	 0.461944 
31.000000 	 30.000000 	 0.267187 	 0.447511 
30.000000 	 30.000000 	 0.291482 	 0.458162 
29.000000 	 30.000000 	 0.214220 	 0.509002 
28.000000 	 30.000000 	 0.236702 	 0.611024 
27.000000 	 30.000000 	 0.328867 	 0.862521 
26.000000 	 30.000000 	 0.536878 	 1.193026 
25.000000 	 30.000000 	 0.947301 	 1.653722 
24.000000 	 30.000000 	 2.126130 	 2.453725 
23.000000 	 30.000000 	 2.623757 	 2.791682 
22.000000 	 30.000000 	 3.491271 	 3.136197 
21.000000 	 30.000000 	 4.265136 	 3.102470 
20.000000 	 30.000000 	 5.122782 	 2.755326 
19.000000 	 30.000000 	 5.657773 	 2.260803 
18.000000 	 30.000000 	 5.284850 	 2.107095 
17.000000 	 30.000000 	 4.310874 	 2.141817 
16.000000 	 30.000000 	 3.186490 	 2.062595 
15.000000 	 30.000000 	 1.585485 	 1.711230 
14.000000 	 30.000000 	 0.770670 	 1.337103 
13.000000 	 30.000000 	 0.273560 	 0.962081 
12.000000 	 30.000000 	 0.134979 	 0.844830 
11.000000 	 30.000000 	 0.077525 	 0.859766 
10.000000 	 30.000000 	 0.070314 	 0.824402 
9.000000 	 30.000000 	 0.076826 	 0.787237 
8.000000 	 30.000000 	 0.085135 	 0.750038 
7.000000 	 30.000000 	 0.081325 	 0.759594 
6.000000 	 30.000000 	 0.089184 	 0.740761 
5.000000 	 30.000000 	 0.091600 	 0.702462 
4.000000 	 30.000000 	 0.042699 	 0.724722 
3.000000 	 30.000000 	 0.022771 	 0.690707 
2.000000 	 30.000000 	 -0.046204 	 0.660512 
1.000000 	 30.000000 	 -0.131141 	 0.645273 
0.000000 	 30.000000 	 -0.196347 	 0.652988 
-1.000000 	 30.000000 	 -0.212803 	 0.629875 
-2.000000 	 30.000000 	 -0.162988 	 0.644151 
-3.000000 	 30.000000 	 -0.123472 	 0.654927 
-4.000000 	 30.000000 	 -0.096291 	 0.668784 
-5.000000 	 30.000000 	 -0.067971 	 0.679076 
-6.000000 	 30.000000 	 -0.056124 	 0.684624 
-7.000000 	 30.000000 	 -0.035173 	 0.678925 
-8.000000 	 30.000000 	 -0.017211 	 0.720673 
-9.000000 	 30.000000 	 -0.000172 	 0.759732 
-10.000000 	 30.000000 	 0.005532 	 0.805033 
-11.000000 	 30.000000 	 -0.007575 	 0.869997 
-12.000000 	 30.000000 	 -0.087327 	 0.957527 
-13.000000 	 30.000000 	 -0.386175 	 1.184364 
-14.000000 	 30.000000 	 -1.024830 	 1.605029 
-15.000000 	 30.000000 	 -2.147565 	 2.080757 
-16.000000 	 30.000000 	 -3.434553 	 2.264415 
-17.000000 	 30.000000 	 -4.367327 	 2.184388 
-18.000000 	 30.000000 	 -4.539726 	 2.323944 
-19.000000 	 30.000000 	 -4.014799 	 2.592149 
-20.000000 	 30.000000 	 -3.151892 	 2.864651 
-21.000000 	 30.000000 	 -2.622860 	 2.851951 
-22.000000 	 30.000000 	 -1.890420 	 2.523957 
-23.000000 	 30.000000 	 -0.895005 	 1.999223 
-24.000000 	 30.000000 	 -0.326103 	 1.398343 
-25.000000 	 30.000000 	 -0.124789 	 0.866824 
-26.000000 	 30.000000 	 0.016970 	 0.662509 
-27.000000 	 30.000000 	 0.059258 	 0.536976 
-28.000000 	 30.000000 	 0.146572 	 0.528713 
-29.000000 	 30.000000 	 0.091385 	 0.513871 
-30.000000 	 30.000000 	 0.183791 	 0.539280 
-31.000000 	 30.000000 	 0.217383 	 0.517131 
-32.000000 	 30.000000 	 0.407494 	 0.523560 
-33.000000 	 30.000000 	 0.173428 	 0.506423 
-34.000000 	 30.000000 	 0.265818 	 0.505308 
-35.000000 	 30.000000 	 0.181009 	 0.499764 
