RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 2.000000 	 0.279273 	 0.346085 	 -0.559945 	 0.208286 
24.000000 	 2.000000 	 0.277287 	 0.318919 	 -0.628571 	 0.193422 
23.000000 	 2.000000 	 0.322973 	 0.331920 	 -0.646944 	 0.205766 
22.000000 	 2.000000 	 0.358423 	 0.353268 	 -0.641207 	 0.200768 
21.000000 	 2.000000 	 0.376991 	 0.343209 	 -0.734155 	 0.217064 
20.000000 	 2.000000 	 0.436922 	 0.356594 	 -0.833966 	 0.256465 
19.000000 	 2.000000 	 0.497123 	 0.530445 	 -0.883737 	 0.427908 
18.000000 	 2.000000 	 6.057009 	 3.280814 	 0.907180 	 2.043573 
17.000000 	 2.000000 	 17.710063 	 2.109022 	 1.664534 	 1.461342 
16.000000 	 2.000000 	 18.117531 	 1.638157 	 1.451157 	 1.552096 
15.000000 	 2.000000 	 18.315647 	 1.453483 	 1.319207 	 1.492575 
14.000000 	 2.000000 	 17.866791 	 1.672481 	 1.440454 	 1.261701 
13.000000 	 2.000000 	 7.945926 	 3.591731 	 0.322427 	 2.257986 
12.000000 	 2.000000 	 8.614708 	 1.345230 	 1.960634 	 0.758712 
11.000000 	 2.000000 	 9.954122 	 1.011208 	 2.079790 	 0.561374 
10.000000 	 2.000000 	 10.163439 	 0.971400 	 2.125085 	 0.599171 
9.000000 	 2.000000 	 9.339526 	 1.434804 	 1.942249 	 0.669231 
8.000000 	 2.000000 	 7.551139 	 2.028044 	 1.496046 	 0.767904 
7.000000 	 2.000000 	 4.383305 	 2.190715 	 0.708014 	 0.749088 
6.000000 	 2.000000 	 -0.174106 	 0.608359 	 0.731637 	 0.471486 
5.000000 	 2.000000 	 -0.826112 	 0.554662 	 0.642959 	 0.321597 
4.000000 	 2.000000 	 -0.887632 	 0.520676 	 0.567697 	 0.310364 
3.000000 	 2.000000 	 -0.863533 	 0.475292 	 0.454244 	 0.329514 
2.000000 	 2.000000 	 -0.873968 	 0.429656 	 0.329627 	 0.347179 
1.000000 	 2.000000 	 -0.881061 	 0.405855 	 0.228328 	 0.346127 
0.000000 	 2.000000 	 -0.924528 	 0.398682 	 0.121748 	 0.355866 
-1.000000 	 2.000000 	 -0.955964 	 0.410864 	 0.001061 	 0.357248 
-2.000000 	 2.000000 	 -1.007835 	 0.444116 	 -0.139347 	 0.353048 
-3.000000 	 2.000000 	 -1.073120 	 0.461713 	 -0.230927 	 0.344623 
-4.000000 	 2.000000 	 -1.058644 	 0.496657 	 -0.377842 	 0.323473 
-5.000000 	 2.000000 	 -0.962355 	 0.519039 	 -0.449087 	 0.326184 
-6.000000 	 2.000000 	 -0.383139 	 0.591492 	 -0.569471 	 0.440025 
-7.000000 	 2.000000 	 3.688956 	 2.129064 	 -0.852560 	 0.648567 
-8.000000 	 2.000000 	 6.997883 	 2.077491 	 -1.827078 	 0.701808 
-9.000000 	 2.000000 	 8.513393 	 1.438559 	 -2.491234 	 0.621025 
-10.000000 	 2.000000 	 9.336522 	 0.921646 	 -2.689560 	 0.535192 
-11.000000 	 2.000000 	 8.798460 	 1.028207 	 -2.684522 	 0.565994 
-12.000000 	 2.000000 	 4.575236 	 1.924141 	 -2.001650 	 1.410272 
-13.000000 	 2.000000 	 12.322999 	 3.015940 	 0.063875 	 1.379063 
-14.000000 	 2.000000 	 17.713383 	 1.336792 	 -0.907503 	 0.958250 
-15.000000 	 2.000000 	 18.369954 	 1.256312 	 -1.161145 	 1.056465 
-16.000000 	 2.000000 	 18.423579 	 1.416603 	 -1.159074 	 1.298050 
-17.000000 	 2.000000 	 16.748771 	 2.606689 	 -1.085999 	 1.574667 
-18.000000 	 2.000000 	 1.019416 	 0.994917 	 0.902662 	 1.140419 
-19.000000 	 2.000000 	 0.940566 	 0.396475 	 0.872642 	 0.263666 
-20.000000 	 2.000000 	 0.979959 	 0.335842 	 0.773672 	 0.201706 
-21.000000 	 2.000000 	 0.972363 	 0.331235 	 0.692434 	 0.181076 
-22.000000 	 2.000000 	 0.968480 	 0.360291 	 0.627284 	 0.171067 
-23.000000 	 2.000000 	 0.932332 	 0.353974 	 0.587582 	 0.163490 
-24.000000 	 2.000000 	 0.909450 	 0.340641 	 0.507574 	 0.169622 
-25.000000 	 2.000000 	 0.863806 	 0.341812 	 0.456604 	 0.164346 
