RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
40.000000 	 50.000000 	 0.261545 	 0.523388 
38.000000 	 50.000000 	 0.232065 	 0.586915 
36.000000 	 50.000000 	 0.327507 	 0.736806 
34.000000 	 50.000000 	 0.536421 	 0.978877 
33.000000 	 50.000000 	 0.592263 	 1.243769 
32.000000 	 50.000000 	 0.804026 	 1.524519 
31.000000 	 50.000000 	 1.101924 	 1.851623 
30.000000 	 50.000000 	 1.539865 	 2.211807 
29.000000 	 50.000000 	 1.879590 	 2.366601 
28.000000 	 50.000000 	 2.211606 	 2.489489 
27.000000 	 50.000000 	 2.461378 	 2.637806 
26.000000 	 50.000000 	 2.694110 	 2.629658 
25.000000 	 50.000000 	 3.025623 	 2.577968 
24.000000 	 50.000000 	 3.335890 	 2.405634 
23.000000 	 50.000000 	 3.451343 	 2.217367 
22.000000 	 50.000000 	 3.569964 	 2.166900 
21.000000 	 50.000000 	 3.393323 	 1.882494 
20.000000 	 50.000000 	 3.180755 	 1.793362 
19.000000 	 50.000000 	 2.609170 	 1.622785 
18.000000 	 50.000000 	 2.178113 	 1.514964 
17.000000 	 50.000000 	 1.642104 	 1.316754 
16.000000 	 50.000000 	 1.177244 	 1.166910 
15.000000 	 50.000000 	 0.907738 	 1.054227 
14.000000 	 50.000000 	 0.526684 	 0.911908 
13.000000 	 50.000000 	 0.316678 	 0.842863 
12.000000 	 50.000000 	 0.218332 	 0.780451 
11.000000 	 50.000000 	 0.184962 	 0.768257 
10.000000 	 50.000000 	 0.156991 	 0.726405 
9.000000 	 50.000000 	 0.184339 	 0.697055 
8.000000 	 50.000000 	 0.188391 	 0.731401 
7.000000 	 50.000000 	 0.195972 	 0.666333 
6.000000 	 50.000000 	 0.173541 	 0.678093 
5.000000 	 50.000000 	 0.167563 	 0.667091 
4.000000 	 50.000000 	 0.133457 	 0.676751 
3.000000 	 50.000000 	 0.065655 	 0.619967 
2.000000 	 50.000000 	 -0.002366 	 0.663289 
1.000000 	 50.000000 	 -0.040169 	 0.640640 
0.000000 	 50.000000 	 -0.066813 	 0.653617 
-1.000000 	 50.000000 	 -0.063721 	 0.663499 
-2.000000 	 50.000000 	 -0.061270 	 0.690665 
-3.000000 	 50.000000 	 -0.010054 	 0.723914 
-4.000000 	 50.000000 	 -0.008155 	 0.726440 
-5.000000 	 50.000000 	 0.014318 	 0.736889 
-6.000000 	 50.000000 	 0.036423 	 0.746200 
-7.000000 	 50.000000 	 0.041294 	 0.728837 
-8.000000 	 50.000000 	 0.062202 	 0.788605 
-9.000000 	 50.000000 	 0.083866 	 0.795098 
-10.000000 	 50.000000 	 0.024169 	 0.790398 
-11.000000 	 50.000000 	 -0.060360 	 0.885276 
-12.000000 	 50.000000 	 -0.301561 	 0.940982 
-13.000000 	 50.000000 	 -0.664405 	 1.045502 
-14.000000 	 50.000000 	 -1.127621 	 1.219954 
-15.000000 	 50.000000 	 -1.658638 	 1.416939 
-16.000000 	 50.000000 	 -2.069666 	 1.587096 
-17.000000 	 50.000000 	 -2.447119 	 1.666418 
-18.000000 	 50.000000 	 -2.808912 	 1.818079 
-19.000000 	 50.000000 	 -2.966088 	 2.036970 
-20.000000 	 50.000000 	 -2.873933 	 2.317343 
-21.000000 	 50.000000 	 -2.795570 	 2.512129 
-22.000000 	 50.000000 	 -2.487555 	 2.780752 
-23.000000 	 50.000000 	 -2.156411 	 2.831198 
-24.000000 	 50.000000 	 -1.959524 	 2.744571 
-25.000000 	 50.000000 	 -1.494570 	 2.741301 
-26.000000 	 50.000000 	 -0.918647 	 2.352333 
-27.000000 	 50.000000 	 -0.690198 	 2.219835 
-28.000000 	 50.000000 	 -0.328328 	 1.746536 
-29.000000 	 50.000000 	 -0.017986 	 1.352693 
-30.000000 	 50.000000 	 0.171865 	 1.078692 
-31.000000 	 50.000000 	 0.252595 	 0.817112 
-32.000000 	 50.000000 	 0.268165 	 0.663557 
-33.000000 	 50.000000 	 0.238430 	 0.636101 
-34.000000 	 50.000000 	 0.236086 	 0.562052 
-36.000000 	 50.000000 	 0.240853 	 0.512934 
-38.000000 	 50.000000 	 0.227060 	 0.552496 
-40.000000 	 50.000000 	 0.151901 	 0.553858 
