RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
25.000000 	 10.000000 	 0.576329 	 0.334915 	 -0.390451 	 0.175400 
24.000000 	 10.000000 	 0.564447 	 0.326656 	 -0.421589 	 0.176760 
23.000000 	 10.000000 	 0.556451 	 0.334236 	 -0.454071 	 0.183943 
22.000000 	 10.000000 	 0.540918 	 0.346136 	 -0.493673 	 0.201572 
21.000000 	 10.000000 	 0.521880 	 0.379916 	 -0.526636 	 0.259247 
20.000000 	 10.000000 	 0.554236 	 0.480542 	 -0.558989 	 0.399652 
19.000000 	 10.000000 	 0.941586 	 0.929400 	 -0.583089 	 0.842102 
18.000000 	 10.000000 	 3.859221 	 2.243483 	 -0.482771 	 1.717221 
17.000000 	 10.000000 	 10.299715 	 3.396223 	 -0.212957 	 2.454641 
16.000000 	 10.000000 	 18.080166 	 2.296949 	 0.242184 	 1.528358 
15.000000 	 10.000000 	 20.080860 	 1.591671 	 0.049000 	 0.934763 
14.000000 	 10.000000 	 19.945669 	 1.557110 	 -0.003140 	 1.036962 
13.000000 	 10.000000 	 16.660336 	 2.399582 	 -0.231552 	 1.835098 
12.000000 	 10.000000 	 11.274094 	 2.064992 	 -0.048896 	 1.954264 
11.000000 	 10.000000 	 9.625002 	 1.085440 	 0.263671 	 0.901572 
10.000000 	 10.000000 	 9.936442 	 0.926800 	 0.387854 	 0.537679 
9.000000 	 10.000000 	 9.515526 	 1.096748 	 0.341350 	 0.502095 
8.000000 	 10.000000 	 8.522642 	 1.285186 	 0.030823 	 0.513986 
7.000000 	 10.000000 	 6.456627 	 1.243212 	 -1.079406 	 0.501525 
6.000000 	 10.000000 	 3.952939 	 0.767801 	 -1.409347 	 0.379083 
5.000000 	 10.000000 	 1.590889 	 0.646129 	 -1.180821 	 0.413317 
4.000000 	 10.000000 	 -0.142452 	 0.620999 	 -0.859248 	 0.428929 
3.000000 	 10.000000 	 -1.483996 	 0.567406 	 -0.628185 	 0.387320 
2.000000 	 10.000000 	 -2.379274 	 0.598048 	 -0.408802 	 0.458031 
1.000000 	 10.000000 	 -2.857766 	 0.454647 	 -0.301641 	 0.428786 
0.000000 	 10.000000 	 -3.122110 	 0.415982 	 -0.171516 	 0.462422 
-1.000000 	 10.000000 	 -3.166937 	 0.399464 	 -0.016022 	 0.451981 
-2.000000 	 10.000000 	 -2.940016 	 0.476556 	 0.179496 	 0.428467 
-3.000000 	 10.000000 	 -2.387864 	 0.619105 	 0.401914 	 0.415398 
-4.000000 	 10.000000 	 -1.252444 	 0.724808 	 0.671635 	 0.409990 
-5.000000 	 10.000000 	 0.455561 	 0.688346 	 0.922263 	 0.385158 
-6.000000 	 10.000000 	 2.430886 	 0.674523 	 1.118861 	 0.381403 
-7.000000 	 10.000000 	 4.589586 	 0.907883 	 1.061379 	 0.393521 
-8.000000 	 10.000000 	 6.535540 	 1.196054 	 0.614706 	 0.564187 
-9.000000 	 10.000000 	 8.228316 	 1.272432 	 -0.706597 	 0.546798 
-10.000000 	 10.000000 	 8.904364 	 1.207272 	 -1.066054 	 0.511178 
-11.000000 	 10.000000 	 9.144128 	 0.949626 	 -1.073984 	 0.522804 
-12.000000 	 10.000000 	 8.782720 	 1.094702 	 -0.951765 	 0.805447 
-13.000000 	 10.000000 	 9.410999 	 1.726101 	 -0.660670 	 1.614976 
-14.000000 	 10.000000 	 13.339958 	 2.223861 	 -0.582862 	 1.528442 
-15.000000 	 10.000000 	 15.986925 	 1.431007 	 -0.924766 	 0.871881 
-16.000000 	 10.000000 	 16.263538 	 1.412480 	 -1.077191 	 0.822909 
-17.000000 	 10.000000 	 14.936287 	 1.786662 	 -1.108362 	 1.187716 
-18.000000 	 10.000000 	 10.286142 	 2.754176 	 -0.979245 	 2.090269 
-19.000000 	 10.000000 	 4.248553 	 2.195288 	 -0.061169 	 1.911744 
-20.000000 	 10.000000 	 1.087116 	 1.016764 	 0.419192 	 0.971100 
-21.000000 	 10.000000 	 0.575262 	 0.479218 	 0.497218 	 0.405334 
-22.000000 	 10.000000 	 0.555261 	 0.392190 	 0.463375 	 0.249586 
-23.000000 	 10.000000 	 0.596095 	 0.359551 	 0.435161 	 0.191216 
-24.000000 	 10.000000 	 0.605544 	 0.358097 	 0.398094 	 0.167264 
-25.000000 	 10.000000 	 0.626717 	 0.356266 	 0.370108 	 0.159880 
