RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
35.000000 	 40.000000 	 0.249035 	 0.461747 	 -0.539214 	 0.376961 
34.000000 	 40.000000 	 0.272970 	 0.511143 	 -0.594225 	 0.444328 
33.000000 	 40.000000 	 0.270011 	 0.603903 	 -0.616354 	 0.542597 
32.000000 	 40.000000 	 0.414606 	 0.672384 	 -0.570408 	 0.642564 
31.000000 	 40.000000 	 0.576170 	 0.839527 	 -0.611344 	 0.782903 
30.000000 	 40.000000 	 0.833461 	 1.037763 	 -0.584511 	 1.046899 
29.000000 	 40.000000 	 1.370477 	 1.329499 	 -0.511280 	 1.327268 
28.000000 	 40.000000 	 2.388518 	 1.796931 	 -0.199160 	 1.725216 
27.000000 	 40.000000 	 3.378475 	 2.055706 	 0.110002 	 2.056981 
26.000000 	 40.000000 	 4.704594 	 2.413654 	 0.339582 	 2.313496 
25.000000 	 40.000000 	 6.888868 	 2.838112 	 1.388349 	 2.789801 
24.000000 	 40.000000 	 8.137387 	 2.932149 	 1.148853 	 2.883476 
23.000000 	 40.000000 	 10.467842 	 3.196262 	 1.835100 	 3.040909 
22.000000 	 40.000000 	 12.184501 	 3.048693 	 2.264318 	 3.006791 
21.000000 	 40.000000 	 13.772188 	 2.672900 	 2.644946 	 2.680856 
20.000000 	 40.000000 	 13.895632 	 2.372819 	 2.812223 	 2.201474 
19.000000 	 40.000000 	 13.941390 	 2.333557 	 2.627284 	 1.876949 
18.000000 	 40.000000 	 12.639888 	 2.156967 	 2.437023 	 1.515696 
17.000000 	 40.000000 	 11.706062 	 1.742847 	 1.953497 	 1.280644 
16.000000 	 40.000000 	 10.890857 	 1.323649 	 1.405302 	 1.123385 
15.000000 	 40.000000 	 10.654263 	 1.088770 	 0.838617 	 1.002741 
14.000000 	 40.000000 	 10.376321 	 0.916330 	 0.351679 	 0.861181 
13.000000 	 40.000000 	 10.206553 	 0.791886 	 0.027531 	 0.757417 
12.000000 	 40.000000 	 10.207524 	 0.705990 	 -0.206882 	 0.658866 
11.000000 	 40.000000 	 10.137972 	 0.658873 	 -0.307824 	 0.607217 
10.000000 	 40.000000 	 9.959215 	 0.631826 	 -0.349654 	 0.561171 
9.000000 	 40.000000 	 9.811300 	 0.614844 	 -0.445975 	 0.502996 
8.000000 	 40.000000 	 9.494131 	 0.622601 	 -0.468935 	 0.498316 
7.000000 	 40.000000 	 8.986464 	 0.672451 	 -0.500690 	 0.458299 
6.000000 	 40.000000 	 8.579196 	 0.689783 	 -0.531915 	 0.440080 
5.000000 	 40.000000 	 8.023041 	 0.704240 	 -0.529996 	 0.429037 
4.000000 	 40.000000 	 7.391770 	 0.719602 	 -0.523948 	 0.421255 
3.000000 	 40.000000 	 6.830575 	 0.683177 	 -0.504719 	 0.457141 
2.000000 	 40.000000 	 6.129905 	 0.644712 	 -0.441730 	 0.484170 
1.000000 	 40.000000 	 5.818284 	 0.592390 	 -0.373402 	 0.487623 
0.000000 	 40.000000 	 5.735675 	 0.525202 	 -0.368816 	 0.458722 
-1.000000 	 40.000000 	 5.479280 	 0.552310 	 -0.279003 	 0.476274 
-2.000000 	 40.000000 	 5.713063 	 0.610848 	 -0.268372 	 0.445645 
-3.000000 	 40.000000 	 6.147285 	 0.718572 	 -0.251721 	 0.448578 
-4.000000 	 40.000000 	 6.499317 	 0.803992 	 -0.219142 	 0.430510 
-5.000000 	 40.000000 	 7.236489 	 0.845587 	 -0.211706 	 0.427482 
-6.000000 	 40.000000 	 7.971536 	 0.789149 	 -0.217599 	 0.424933 
-7.000000 	 40.000000 	 8.640980 	 0.738177 	 -0.218291 	 0.435938 
-8.000000 	 40.000000 	 9.070803 	 0.709656 	 -0.240886 	 0.461076 
-9.000000 	 40.000000 	 9.520462 	 0.665732 	 -0.254293 	 0.487619 
-10.000000 	 40.000000 	 9.916442 	 0.669959 	 -0.269083 	 0.557192 
-11.000000 	 40.000000 	 10.130815 	 0.655092 	 -0.306088 	 0.604249 
-12.000000 	 40.000000 	 10.334334 	 0.728019 	 -0.391496 	 0.721992 
-13.000000 	 40.000000 	 10.505924 	 0.842137 	 -0.541521 	 0.823240 
-14.000000 	 40.000000 	 10.825430 	 1.021613 	 -0.831416 	 0.934175 
-15.000000 	 40.000000 	 11.230606 	 1.321670 	 -1.236350 	 1.073917 
