RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
35.000000 	 30.000000 	 0.547350 	 0.812056 	 -0.810718 	 0.788678 
34.000000 	 30.000000 	 0.664595 	 0.900690 	 -0.808651 	 0.889305 
33.000000 	 30.000000 	 0.860628 	 1.132269 	 -0.806263 	 1.127314 
32.000000 	 30.000000 	 1.248549 	 1.351394 	 -0.660836 	 1.421576 
31.000000 	 30.000000 	 1.958894 	 1.726630 	 -0.448394 	 1.861616 
30.000000 	 30.000000 	 3.226715 	 2.343826 	 0.390624 	 2.562391 
29.000000 	 30.000000 	 4.541324 	 2.640941 	 0.762691 	 3.046115 
28.000000 	 30.000000 	 6.537315 	 3.080580 	 1.835737 	 3.585808 
27.000000 	 30.000000 	 8.088889 	 3.186492 	 2.130598 	 3.674898 
26.000000 	 30.000000 	 10.252638 	 3.440327 	 2.964661 	 3.955408 
25.000000 	 30.000000 	 12.195522 	 3.261063 	 3.478344 	 3.797135 
24.000000 	 30.000000 	 13.717355 	 3.078290 	 4.501651 	 3.408677 
23.000000 	 30.000000 	 14.539445 	 2.831718 	 4.429670 	 2.870263 
22.000000 	 30.000000 	 13.744726 	 2.767484 	 4.474496 	 2.254203 
21.000000 	 30.000000 	 12.611124 	 2.641397 	 4.008826 	 1.855318 
20.000000 	 30.000000 	 11.230282 	 2.118003 	 3.421073 	 1.524502 
19.000000 	 30.000000 	 10.044140 	 1.512308 	 2.831496 	 1.267107 
18.000000 	 30.000000 	 9.490035 	 1.301379 	 2.289619 	 1.077345 
17.000000 	 30.000000 	 8.976795 	 1.240215 	 2.006667 	 0.931395 
16.000000 	 30.000000 	 8.411181 	 1.308445 	 1.754825 	 0.817107 
15.000000 	 30.000000 	 7.833203 	 1.430025 	 1.526016 	 0.741021 
14.000000 	 30.000000 	 7.022704 	 1.580451 	 1.297976 	 0.706181 
13.000000 	 30.000000 	 6.025420 	 1.827767 	 1.066754 	 0.705819 
12.000000 	 30.000000 	 4.626054 	 2.013313 	 0.814955 	 0.741759 
11.000000 	 30.000000 	 3.362393 	 2.119133 	 0.622800 	 0.856170 
10.000000 	 30.000000 	 2.478905 	 1.931525 	 0.396125 	 0.893920 
9.000000 	 30.000000 	 1.355736 	 1.867194 	 0.309756 	 1.020337 
8.000000 	 30.000000 	 0.458385 	 1.731275 	 0.148935 	 1.102497 
7.000000 	 30.000000 	 -0.277988 	 1.542431 	 0.199153 	 1.100852 
6.000000 	 30.000000 	 -0.868094 	 1.449072 	 0.141171 	 1.210124 
5.000000 	 30.000000 	 -1.376588 	 1.246069 	 0.092788 	 1.140219 
4.000000 	 30.000000 	 -1.763088 	 1.105188 	 0.067700 	 1.156297 
3.000000 	 30.000000 	 -2.083314 	 1.038002 	 0.080523 	 1.196322 
2.000000 	 30.000000 	 -2.356741 	 0.858805 	 0.097654 	 1.168244 
1.000000 	 30.000000 	 -2.377511 	 0.871060 	 0.131435 	 1.189589 
0.000000 	 30.000000 	 -2.440486 	 0.861454 	 0.144590 	 1.160641 
-1.000000 	 30.000000 	 -2.380431 	 0.877492 	 0.171333 	 1.229265 
-2.000000 	 30.000000 	 -2.233883 	 1.032503 	 0.128959 	 1.211529 
-3.000000 	 30.000000 	 -2.044185 	 1.085546 	 0.161572 	 1.223477 
-4.000000 	 30.000000 	 -1.639901 	 1.254004 	 0.167537 	 1.121299 
-5.000000 	 30.000000 	 -1.112086 	 1.397599 	 0.132244 	 1.183541 
-6.000000 	 30.000000 	 -0.538405 	 1.648001 	 0.034846 	 1.235735 
-7.000000 	 30.000000 	 -0.006669 	 1.693078 	 -0.036795 	 1.147567 
-8.000000 	 30.000000 	 0.720861 	 1.800197 	 -0.116532 	 1.031550 
-9.000000 	 30.000000 	 1.551810 	 1.880079 	 -0.265144 	 0.938161 
-10.000000 	 30.000000 	 2.569588 	 1.967453 	 -0.509347 	 0.850261 
-11.000000 	 30.000000 	 3.637685 	 2.047040 	 -0.724160 	 0.801102 
-12.000000 	 30.000000 	 4.693493 	 1.977294 	 -1.080555 	 0.713338 
-13.000000 	 30.000000 	 6.097775 	 1.669666 	 -1.342957 	 0.682173 
-14.000000 	 30.000000 	 7.006916 	 1.473399 	 -1.620482 	 0.716495 
-15.000000 	 30.000000 	 7.662488 	 1.329642 	 -1.916249 	 0.766555 
-16.000000 	 30.000000 	 8.241940 	 1.215933 	 -2.140559 	 0.859895 
-17.000000 	 30.000000 	 8.808933 	 1.242040 	 -2.470162 	 1.037436 
-18.000000 	 30.000000 	 9.455661 	 1.427590 	 -2.920530 	 1.200606 
-19.000000 	 30.000000 	 10.316968 	 1.831212 	 -3.534220 	 1.408319 
-20.000000 	 30.000000 	 11.632108 	 2.478675 	 -4.206237 	 1.691861 
-21.000000 	 30.000000 	 13.240972 	 2.918552 	 -4.753571 	 2.007412 
-22.000000 	 30.000000 	 14.742737 	 2.825951 	 -4.737519 	 2.794705 
-23.000000 	 30.000000 	 14.225746 	 2.960805 	 -3.720724 	 3.468409 
-24.000000 	 30.000000 	 12.572081 	 3.261950 	 -3.421836 	 3.766311 
-25.000000 	 30.000000 	 10.383734 	 3.280968 	 -2.596023 	 3.768472 
-26.000000 	 30.000000 	 8.094928 	 3.115145 	 -1.753222 	 3.527436 
-27.000000 	 30.000000 	 5.902594 	 2.885684 	 -0.902997 	 3.120005 
-28.000000 	 30.000000 	 3.992523 	 2.461364 	 -0.200148 	 2.536407 
-29.000000 	 30.000000 	 2.671392 	 2.034265 	 0.202180 	 2.076324 
-30.000000 	 30.000000 	 1.498615 	 1.532441 	 0.644480 	 1.534028 
-31.000000 	 30.000000 	 0.841416 	 1.116771 	 0.800353 	 1.140195 
-32.000000 	 30.000000 	 0.589058 	 0.910403 	 0.813789 	 0.916859 
-33.000000 	 30.000000 	 0.412243 	 0.741250 	 0.827187 	 0.661545 
-34.000000 	 30.000000 	 0.361611 	 0.626497 	 0.762526 	 0.547049 
-35.000000 	 30.000000 	 0.357953 	 0.547361 	 0.772280 	 0.428478 
