RadialPosition (mm) 	 AxialPosition (mm) 	 WAxialMean (m/s) 	 WAxialRMS (m/s) 
25.000000 	 2.000000 	 0.282262 	 0.415367 
24.000000 	 2.000000 	 0.269060 	 0.411746 
23.000000 	 2.000000 	 0.283317 	 0.413432 
22.000000 	 2.000000 	 0.297368 	 0.414377 
21.000000 	 2.000000 	 0.315195 	 0.400719 
20.000000 	 2.000000 	 0.393227 	 0.407308 
19.000000 	 2.000000 	 0.409725 	 0.639254 
18.000000 	 2.000000 	 0.560726 	 1.823045 
17.000000 	 2.000000 	 0.822553 	 1.282265 
16.000000 	 2.000000 	 0.923555 	 0.953085 
15.000000 	 2.000000 	 0.911458 	 1.025574 
14.000000 	 2.000000 	 0.771709 	 1.533379 
13.000000 	 2.000000 	 0.315594 	 1.891872 
12.000000 	 2.000000 	 0.311857 	 1.129869 
11.000000 	 2.000000 	 0.341289 	 1.149837 
10.000000 	 2.000000 	 0.361458 	 1.167962 
9.000000 	 2.000000 	 0.315930 	 1.106279 
8.000000 	 2.000000 	 0.285702 	 0.941682 
7.000000 	 2.000000 	 0.122659 	 0.751300 
6.000000 	 2.000000 	 0.049100 	 0.448646 
5.000000 	 2.000000 	 0.120698 	 0.445790 
4.000000 	 2.000000 	 0.131390 	 0.425605 
3.000000 	 2.000000 	 0.151208 	 0.423143 
2.000000 	 2.000000 	 0.152688 	 0.398994 
1.000000 	 2.000000 	 0.088812 	 0.421907 
0.000000 	 2.000000 	 0.024996 	 0.443201 
-1.000000 	 2.000000 	 -0.021979 	 0.437322 
-2.000000 	 2.000000 	 -0.029580 	 0.419904 
-3.000000 	 2.000000 	 -0.027670 	 0.445103 
-4.000000 	 2.000000 	 -0.047526 	 0.475207 
-5.000000 	 2.000000 	 -0.070293 	 0.493544 
-6.000000 	 2.000000 	 -0.048279 	 0.611497 
-7.000000 	 2.000000 	 0.125422 	 0.829330 
-8.000000 	 2.000000 	 0.154382 	 1.078501 
-9.000000 	 2.000000 	 0.108975 	 1.104683 
-10.000000 	 2.000000 	 0.035146 	 1.079938 
-11.000000 	 2.000000 	 -0.013701 	 1.076980 
-12.000000 	 2.000000 	 -0.270974 	 1.921850 
-13.000000 	 2.000000 	 -0.157839 	 1.214917 
-14.000000 	 2.000000 	 -0.173477 	 0.944206 
-15.000000 	 2.000000 	 -0.151148 	 1.013617 
-16.000000 	 2.000000 	 -0.175937 	 1.309853 
-17.000000 	 2.000000 	 -0.223551 	 1.469417 
-18.000000 	 2.000000 	 0.012069 	 0.392825 
-19.000000 	 2.000000 	 0.077354 	 0.366472 
-20.000000 	 2.000000 	 0.054004 	 0.375014 
-21.000000 	 2.000000 	 0.098292 	 0.416210 
-22.000000 	 2.000000 	 0.080871 	 0.395902 
-23.000000 	 2.000000 	 0.070445 	 0.397501 
-24.000000 	 2.000000 	 0.115530 	 0.393028 
-25.000000 	 2.000000 	 0.158352 	 0.390343 
