RadialPosition (mm) 	 AxialPosition (mm) 	 UAxialMean (m/s) 	 UAxialRMS (m/s) 	 VRadialMean (m/s) 	 VRadialRMS (m/s) 
30.000000 	 30.000000 	 0.894453 	 0.264292 	 -0.532926 	 0.287262 
29.000000 	 30.000000 	 0.848051 	 0.312983 	 -0.662713 	 0.377693 
28.000000 	 30.000000 	 0.871687 	 0.404826 	 -0.726165 	 0.503563 
27.000000 	 30.000000 	 0.978576 	 0.503281 	 -0.785483 	 0.624088 
26.000000 	 30.000000 	 1.124414 	 0.689247 	 -0.764013 	 0.769251 
25.000000 	 30.000000 	 1.463877 	 1.135491 	 -0.806646 	 1.102641 
24.000000 	 30.000000 	 1.878857 	 1.342342 	 -0.833789 	 1.338968 
23.000000 	 30.000000 	 2.897790 	 2.032831 	 -0.873057 	 1.696092 
22.000000 	 30.000000 	 4.014174 	 2.490976 	 -0.159662 	 2.478785 
21.000000 	 30.000000 	 5.160392 	 2.996510 	 -0.466796 	 2.339375 
20.000000 	 30.000000 	 6.166074 	 3.165557 	 -0.510548 	 2.690961 
19.000000 	 30.000000 	 7.678923 	 3.458525 	 -0.514232 	 2.901056 
18.000000 	 30.000000 	 9.472993 	 3.678770 	 -0.358735 	 3.133520 
17.000000 	 30.000000 	 10.755578 	 3.657657 	 -0.338985 	 3.244483 
16.000000 	 30.000000 	 13.247410 	 3.298844 	 0.925585 	 3.168498 
15.000000 	 30.000000 	 13.665449 	 2.948012 	 1.308306 	 2.752216 
14.000000 	 30.000000 	 14.376495 	 2.484229 	 1.107461 	 2.328066 
13.000000 	 30.000000 	 14.280152 	 2.185680 	 1.376118 	 1.871363 
12.000000 	 30.000000 	 13.734132 	 2.091423 	 1.135609 	 1.812225 
11.000000 	 30.000000 	 12.063961 	 2.288987 	 0.827896 	 1.666572 
10.000000 	 30.000000 	 10.509205 	 2.004667 	 0.510056 	 1.550409 
9.000000 	 30.000000 	 9.150215 	 1.549439 	 0.466440 	 1.226692 
8.000000 	 30.000000 	 8.645038 	 1.345391 	 0.174987 	 1.165649 
7.000000 	 30.000000 	 8.024955 	 1.237647 	 0.078169 	 0.991193 
6.000000 	 30.000000 	 7.732054 	 1.236134 	 -0.036813 	 0.954756 
5.000000 	 30.000000 	 6.898150 	 1.496263 	 -0.041972 	 1.106180 
4.000000 	 30.000000 	 6.463788 	 1.447032 	 -0.013266 	 1.275079 
3.000000 	 30.000000 	 5.898399 	 1.340909 	 0.129061 	 1.365541 
2.000000 	 30.000000 	 5.521613 	 1.293902 	 0.077304 	 1.387797 
1.000000 	 30.000000 	 5.286105 	 1.204319 	 0.086241 	 1.490632 
0.000000 	 30.000000 	 5.152205 	 1.248680 	 0.198224 	 1.408067 
-1.000000 	 30.000000 	 5.601254 	 1.335021 	 0.254388 	 1.395262 
-2.000000 	 30.000000 	 5.761495 	 1.389906 	 0.230831 	 1.344229 
-3.000000 	 30.000000 	 5.990689 	 1.400854 	 0.155580 	 1.185086 
-4.000000 	 30.000000 	 7.190581 	 1.412389 	 0.073503 	 1.102635 
-5.000000 	 30.000000 	 7.969843 	 1.382077 	 0.034777 	 1.034913 
-6.000000 	 30.000000 	 8.605326 	 1.282753 	 -0.124988 	 1.105836 
-7.000000 	 30.000000 	 9.413632 	 2.139084 	 -0.086431 	 1.250573 
-8.000000 	 30.000000 	 10.644821 	 1.719701 	 -0.092225 	 1.571031 
-9.000000 	 30.000000 	 11.578464 	 2.045175 	 -0.033385 	 1.748303 
-10.000000 	 30.000000 	 12.804803 	 2.225048 	 0.036896 	 2.036004 
-11.000000 	 30.000000 	 13.397026 	 2.202896 	 -0.613265 	 1.935523 
-12.000000 	 30.000000 	 15.153691 	 2.292440 	 -0.271084 	 2.078610 
-13.000000 	 30.000000 	 14.875313 	 2.853267 	 -0.579185 	 2.417167 
-14.000000 	 30.000000 	 15.105225 	 2.902117 	 -1.428354 	 2.711241 
-15.000000 	 30.000000 	 12.812882 	 3.442577 	 -0.634074 	 2.870478 
-16.000000 	 30.000000 	 12.359515 	 3.500528 	 -1.238284 	 3.030918 
-17.000000 	 30.000000 	 10.194115 	 3.403962 	 -0.600821 	 3.047184 
-18.000000 	 30.000000 	 7.480820 	 3.486391 	 0.211549 	 2.725737 
-19.000000 	 30.000000 	 5.218451 	 2.931951 	 0.578663 	 2.193256 
-20.000000 	 30.000000 	 3.427181 	 2.582684 	 0.612296 	 1.983755 
-21.000000 	 30.000000 	 1.456207 	 1.384233 	 0.744884 	 1.062605 
-22.000000 	 30.000000 	 1.245044 	 1.256475 	 0.648794 	 1.273349 
-23.000000 	 30.000000 	 0.769973 	 0.577065 	 0.770952 	 0.677317 
-24.000000 	 30.000000 	 0.778255 	 0.354064 	 0.772567 	 0.455225 
-25.000000 	 30.000000 	 0.780273 	 0.262246 	 0.775416 	 0.323472 
-26.000000 	 30.000000 	 0.800670 	 0.205019 	 0.772499 	 0.232511 
-27.000000 	 30.000000 	 0.797303 	 0.173114 	 0.722774 	 0.176589 
-28.000000 	 30.000000 	 0.824247 	 0.145664 	 0.783077 	 0.147537 
-29.000000 	 30.000000 	 0.862566 	 0.134291 	 0.751492 	 0.126542 
-30.000000 	 30.000000 	 0.889157 	 0.125663 	 0.792968 	 0.118997 
